L6_MAT1A_MAD_Hampel,Sediment_Y_mm,Core_Y_mm,strat_depth_cm,R570R630,R590R690,RMean,R850R950,RABD676
480,32.92682927,32.92682927,3.292682927,0.83624481,0.84486712,0.144034985,1.038230908,1.002652144
481,32.99542683,32.99542683,3.299542683,0.84138955,0.842807786,0.141964776,1.037953993,1.003129172
482,33.06402439,33.06402439,3.306402439,0.836426102,0.845807642,0.138842672,1.031708941,1.005763086
483,33.13262195,33.13262195,3.313262195,0.84682133,0.842463953,0.136363021,1.029086009,1.002215613
484,33.20121951,33.20121951,3.320121951,0.844825463,0.844775874,0.135160533,1.028356634,1.002227814
485,33.26981707,33.26981707,3.326981707,0.840763582,0.841976442,0.134676789,1.031599781,0.996804239
486,33.33841463,33.33841463,3.333841463,0.84325692,0.836752473,0.134891481,1.025666398,1.000587747
487,33.4070122,33.4070122,3.34070122,0.83983502,0.836816096,0.133983068,1.030566247,1.000866261
488,33.47560976,33.47560976,3.347560976,0.83381093,0.830830819,0.133449029,1.036518073,0.999636845
489,33.54420732,33.54420732,3.354420732,0.844911899,0.833193122,0.130769443,1.030309287,1.000603455
490,33.61280488,33.61280488,3.361280488,0.827994878,0.837537377,0.12386957,1.038555331,0.999131536
491,33.68140244,33.68140244,3.368140244,0.859663068,0.855074202,0.112573896,1.010623506,1.005216565
492,33.75,33.75,3.375,0.842764579,0.844775874,0.10178738,1.031708941,1.005279388
493,33.81859756,33.81859756,3.381859756,0.84325692,0.84486712,0.094906815,1.033001851,0.994834634
494,33.88719512,33.88719512,3.388719512,0.844825463,0.845774434,0.094604087,1.033409144,1.002292923
495,33.95579268,33.95579268,3.395579268,0.844911899,0.845807642,0.101261217,1.033409144,1.000334344
496,34.02439024,34.02439024,3.402439024,0.84682133,0.846300629,0.114876964,1.033409144,1.004445067
497,34.0929878,34.0929878,3.40929878,0.877654242,0.857412088,0.131904729,1.018359862,1.000731687
498,34.16158537,34.16158537,3.416158537,0.842764579,0.833840821,0.147437696,1.06016264,1.004399014
499,34.23018293,34.23018293,3.423018293,0.834653781,0.834338771,0.156781307,1.03506614,1.000896588
500,34.29878049,34.29878049,3.429878049,0.838791779,0.837499714,0.158882936,1.053174283,1.000099982
501,34.36737805,34.36737805,3.436737805,0.835802687,0.840625192,0.155936553,1.043467232,1.000395925
502,34.43597561,34.43597561,3.443597561,0.842708239,0.848963256,0.152125978,1.03448789,1.001883939
503,34.50457317,34.50457317,3.450457317,0.850543074,0.845774434,0.150340325,1.033409144,1.001359525
504,34.57317073,34.57317073,3.457317073,0.841557598,0.84945459,0.150118025,1.039381584,0.999329271
505,34.64176829,34.64176829,3.464176829,0.849959336,0.846300629,0.151226139,1.042968082,0.999729905
506,34.71036585,34.71036585,3.471036585,0.854841684,0.846723452,0.151230677,1.042579463,1.003645629
507,34.77896341,34.77896341,3.477896341,0.852309353,0.854676021,0.150001694,1.041183288,1.004665849
508,34.84756098,34.84756098,3.484756098,0.857353143,0.853382634,0.148453561,1.03506614,0.999679712
509,34.91615854,34.91615854,3.491615854,0.851893602,0.853510329,0.14715984,1.039238523,1.003865548
510,34.9847561,34.9847561,3.49847561,0.851388744,0.860498902,0.147028572,1.039432577,1.005302241
511,35.05335366,35.05335366,3.505335366,0.856387853,0.858260696,0.147315277,1.038015153,1.002455284
512,35.12195122,35.12195122,3.512195122,0.854921064,0.855022048,0.148452014,1.037350296,1.002194756
513,35.19054878,35.19054878,3.519054878,0.848659469,0.853885853,0.151157039,1.033253523,1.003176109
514,35.25914634,35.25914634,3.525914634,0.84330213,0.848851185,0.155660104,1.039161756,1.005209946
515,35.3277439,35.3277439,3.53277439,0.838201268,0.844320665,0.160123474,1.04731045,1.002200755
516,35.39634146,35.39634146,3.539634146,0.837269237,0.849614658,0.162267044,1.039381584,1.000293861
517,35.46493902,35.46493902,3.546493902,0.844779111,0.852777654,0.16004485,1.051415146,1.002459617
518,35.53353659,35.53353659,3.553353659,0.848404891,0.859893331,0.153458789,1.043616993,0.99941513
519,35.60213415,35.60213415,3.560213415,0.859238412,0.865755438,0.147804693,1.033702237,1.002033723
520,35.67073171,35.67073171,3.567073171,0.851272616,0.864343786,0.143458863,1.038507461,1.000630177
521,35.73932927,35.73932927,3.573932927,0.853097053,0.860328826,0.141265595,1.029736207,1.000526116
522,35.80792683,35.80792683,3.580792683,0.849910777,0.855535187,0.139817291,1.042531022,0.999072723
523,35.87652439,35.87652439,3.587652439,0.851501171,0.849666604,0.139606824,1.041917512,1.000424341
524,35.94512195,35.94512195,3.594512195,0.848681088,0.850828148,0.139254185,1.04337557,1.002088526
525,36.01371951,36.01371951,3.601371951,0.853549737,0.845933136,0.138653644,1.042165095,1.004572609
526,36.08231707,36.08231707,3.608231707,0.847276099,0.851840641,0.137299087,1.042177921,1.000713391
527,36.15091463,36.15091463,3.615091463,0.858082164,0.853709989,0.137100539,1.038879297,1.0028064
528,36.2195122,36.2195122,3.62195122,0.860139687,0.854747641,0.136980222,1.035305141,1.000490401
529,36.28810976,36.28810976,3.628810976,0.861541362,0.855634373,0.139167692,1.035178233,1.00294717
530,36.35670732,36.35670732,3.635670732,0.865718433,0.858965596,0.141899923,1.042979115,1.003251465
531,36.42530488,36.42530488,3.642530488,0.863061031,0.863587117,0.14625833,1.040542739,0.999146766
532,36.49390244,36.49390244,3.649390244,0.867482435,0.871508933,0.150253243,1.041321929,1.001102535
533,36.5625,36.5625,3.65625,0.868058453,0.870499575,0.15364287,1.035632988,1.003507393
534,36.63109756,36.63109756,3.663109756,0.863335735,0.853709989,0.15907335,1.039351094,1.003483068
535,36.69969512,36.69969512,3.669969512,0.860479524,0.857767753,0.164287761,1.044019183,1.001560485
536,36.76829268,36.76829268,3.676829268,0.849179467,0.851210274,0.166826593,1.043953984,1.004166569
537,36.83689024,36.83689024,3.683689024,0.849122221,0.84835211,0.169051366,1.046981258,1.001846008
538,36.9054878,36.9054878,3.69054878,0.842617882,0.845986207,0.167684185,1.042574421,0.999430538
539,36.97408537,36.97408537,3.697408537,0.848654412,0.850508182,0.165389699,1.040200773,1.000371589
540,37.04268293,37.04268293,3.704268293,0.846431481,0.849230162,0.162588152,1.03594285,1.002199939
541,37.11128049,37.11128049,3.711128049,0.85617409,0.856871995,0.159394569,1.035159482,0.999496927
542,37.17987805,37.17987805,3.717987805,0.853511669,0.856175427,0.155119508,1.037256921,0.999536034
543,37.24847561,37.24847561,3.724847561,0.857456915,0.852553494,0.153102106,1.046928482,1.000867993
544,37.31707317,37.31707317,3.731707317,0.851764507,0.850412489,0.15039547,1.045862141,1.001671274
545,37.38567073,37.38567073,3.738567073,0.850939903,0.850092263,0.148013547,1.046149033,1.002627114
546,37.45426829,37.45426829,3.745426829,0.855724648,0.85388385,0.144750952,1.041235117,1.003622097
547,37.52286585,37.52286585,3.752286585,0.853741799,0.851351326,0.141859783,1.040794828,1.001619537
548,37.59146341,37.59146341,3.759146341,0.851155698,0.849461542,0.139666321,1.035050186,1.000259745
549,37.66006098,37.66006098,3.766006098,0.851851832,0.847281096,0.13776466,1.04189134,1.001908652
550,37.72865854,37.72865854,3.772865854,0.854979903,0.851265248,0.137704114,1.033235999,1.002479569
551,37.7972561,37.7972561,3.77972561,0.858330983,0.848439712,0.136957058,1.041314539,0.999138176
552,37.86585366,37.86585366,3.786585366,0.859610591,0.848379021,0.137016276,1.044741126,1.003355043
553,37.93445122,37.93445122,3.793445122,0.855798577,0.848626649,0.137343086,1.04046325,1.00047214
554,38.00304878,38.00304878,3.800304878,0.854370461,0.850914641,0.137110991,1.042632437,1.002530263
555,38.07164634,38.07164634,3.807164634,0.856088978,0.848463091,0.136814151,1.03926626,1.001262313
556,38.1402439,38.1402439,3.81402439,0.852513917,0.8460633,0.13730875,1.043330307,1.002492303
557,38.20884146,38.20884146,3.820884146,0.84690368,0.8474394,0.137940836,1.04345035,1.004381116
558,38.27743902,38.27743902,3.827743902,0.847346763,0.849847913,0.138063743,1.044829507,1.001443597
559,38.34603659,38.34603659,3.834603659,0.8485016,0.84220276,0.138014718,1.038579989,1.002652742
560,38.41463415,38.41463415,3.841463415,0.851218208,0.846977692,0.13799321,1.041113792,1.000364885
561,38.48323171,38.48323171,3.848323171,0.849488577,0.847506788,0.137734477,1.043941102,1.004989267
562,38.55182927,38.55182927,3.855182927,0.851996298,0.844124768,0.137962753,1.036414162,1.001866075
563,38.62042683,38.62042683,3.862042683,0.848333766,0.846440882,0.137883018,1.03808582,1.001304042
564,38.68902439,38.68902439,3.868902439,0.853287471,0.846821803,0.137339686,1.042830293,1.002489811
565,38.75762195,38.75762195,3.875762195,0.844232268,0.846962401,0.136982248,1.045425749,1.004944622
566,38.82621951,38.82621951,3.882621951,0.84147094,0.845459637,0.136443461,1.036886527,1.00158479
567,38.89481707,38.89481707,3.889481707,0.847638864,0.843159685,0.136216903,1.038691551,1.001054275
568,38.96341463,38.96341463,3.896341463,0.853743075,0.847446491,0.13560584,1.039172363,1.000558934
569,39.0320122,39.0320122,3.90320122,0.843041204,0.84099402,0.134969715,1.037602745,1.003294608
570,39.10060976,39.10060976,3.910060976,0.844028068,0.840887896,0.133544202,1.038206984,1.000974814
571,39.16920732,39.16920732,3.916920732,0.846265045,0.845758082,0.133705457,1.032373741,0.998212766
572,39.23780488,39.23780488,3.923780488,0.841602375,0.839854429,0.132861144,1.033586951,1.00128097
573,39.30640244,39.30640244,3.930640244,0.84311906,0.845758082,0.132751834,1.034981188,1.003076224
574,39.375,39.375,3.9375,0.846389298,0.84588797,0.132918636,1.036264353,1.002835548
575,39.44359756,39.44359756,3.944359756,0.851437061,0.84151777,0.133565653,1.03746071,1.001439796
576,39.51219512,39.51219512,3.951219512,0.848709309,0.845029361,0.13422724,1.044361837,1.000545596
577,39.58079268,39.58079268,3.958079268,0.851259058,0.841932046,0.134450623,1.044499182,1.003800981
578,39.64939024,39.64939024,3.964939024,0.851153831,0.847112448,0.134486687,1.041449657,1.002773181
579,39.7179878,39.7179878,3.97179878,0.854310826,0.84708593,0.134115999,1.042511987,1.000972282
580,39.78658537,39.78658537,3.978658537,0.856361147,0.848991854,0.134174804,1.038820834,1.001146509
581,39.85518293,39.85518293,3.985518293,0.854162038,0.847456961,0.133200346,1.03640688,1.003707668
582,39.92378049,39.92378049,3.992378049,0.856577948,0.847632777,0.133656321,1.038610582,1.002070178
583,39.99237805,39.99237805,3.999237805,0.852819138,0.84588797,0.133289993,1.039266151,0.999974992
584,40.06097561,40.06097561,4.006097561,0.857414856,0.845758082,0.133797434,1.037095536,1.004631828
585,40.12957317,40.12957317,4.012957317,0.85670934,0.841794231,0.134604103,1.040281926,0.999721173
586,40.19817073,40.19817073,4.019817073,0.849878515,0.845968387,0.134862502,1.0404039,1.000576181
587,40.26676829,40.26676829,4.026676829,0.851346375,0.848763798,0.135503805,1.045416946,1.000463323
588,40.33536585,40.33536585,4.033536585,0.853802119,0.847504174,0.136137127,1.038966205,1.004177895
589,40.40396341,40.40396341,4.040396341,0.858012602,0.847070387,0.135908789,1.041868566,1.00098703
590,40.47256098,40.47256098,4.047256098,0.856719959,0.844303697,0.137488297,1.036331456,1.000452233
591,40.54115854,40.54115854,4.054115854,0.851466896,0.842872273,0.138327277,1.030715109,0.998351615
592,40.6097561,40.6097561,4.06097561,0.846887272,0.844466234,0.141030475,1.029527214,1.00075065
593,40.67835366,40.67835366,4.067835366,0.846329357,0.844433609,0.145374831,1.027935113,1.004022759
594,40.74695122,40.74695122,4.074695122,0.839594831,0.838066932,0.150083959,1.028226066,1.002967194
595,40.81554878,40.81554878,4.081554878,0.837412786,0.835620752,0.158096401,1.03208026,1.000463705
596,40.88414634,40.88414634,4.088414634,0.849878515,0.833739283,0.164323214,1.033994556,0.99786349
597,40.9527439,40.9527439,4.09527439,0.830784049,0.836431972,0.168250363,1.043319624,1.001951935
598,41.02134146,41.02134146,4.102134146,0.835530479,0.836053232,0.170941448,1.043767341,1.001210271
599,41.08993902,41.08993902,4.108993902,0.839371937,0.845801518,0.171485245,1.04560417,1.000614852
600,41.15853659,41.15853659,4.115853659,0.840626422,0.847021932,0.168571499,1.039944885,0.99984966
601,41.22713415,41.22713415,4.122713415,0.847001436,0.85503325,0.164613267,1.047722385,1.001412308
602,41.29573171,41.29573171,4.129573171,0.847359145,0.851907871,0.160291552,1.041522689,1.001379358
603,41.36432927,41.36432927,4.136432927,0.854721209,0.854779205,0.154671605,1.040201239,1.001892532
604,41.43292683,41.43292683,4.143292683,0.851943303,0.854569743,0.148186921,1.036136837,0.998529803
605,41.50152439,41.50152439,4.150152439,0.852705802,0.853818441,0.141717769,1.027922621,1.000300135
606,41.57012195,41.57012195,4.157012195,0.853073512,0.850558345,0.136371463,1.028310136,1.00538484
607,41.63871951,41.63871951,4.163871951,0.850809017,0.84734418,0.133241116,1.028804361,1.003262438
608,41.70731707,41.70731707,4.170731707,0.848280056,0.840671393,0.130341684,1.032035909,1.00417837
609,41.77591463,41.77591463,4.177591463,0.840214392,0.844666397,0.130066939,1.027753063,1.002575837
610,41.8445122,41.8445122,4.18445122,0.847285706,0.837856685,0.129596763,1.030530794,1.00036528
611,41.91310976,41.91310976,4.191310976,0.847825211,0.840114558,0.130374115,1.025479387,1.001210271
612,41.98170732,41.98170732,4.198170732,0.838947997,0.835316645,0.130629209,1.030957875,1.000271521
613,42.05030488,42.05030488,4.205030488,0.844544856,0.840833243,0.130743563,1.027912214,1.001248269
614,42.11890244,42.11890244,4.211890244,0.839126742,0.837434506,0.130908883,1.023498297,0.999601847
615,42.1875,42.1875,4.21875,0.840214246,0.838712293,0.131440003,1.027383217,1.002483302
616,42.25609756,42.25609756,4.225609756,0.84304493,0.840201546,0.132521792,1.025148498,1.002925973
617,42.32469512,42.32469512,4.232469512,0.834888547,0.839962405,0.133677152,1.033452333,1.001114326
618,42.39329268,42.39329268,4.239329268,0.836026997,0.835702751,0.135555742,1.0304129,1.000824857
619,42.46189024,42.46189024,4.246189024,0.835365878,0.83821017,0.137610721,1.033642121,1.001502245
620,42.5304878,42.5304878,4.25304878,0.841042166,0.844935438,0.13999577,1.029170739,1.001241047
621,42.59908537,42.59908537,4.259908537,0.840613039,0.845098246,0.142960607,1.035712001,1.001200784
622,42.66768293,42.66768293,4.266768293,0.84878913,0.847038238,0.14480963,1.04112063,1.000697753
623,42.73628049,42.73628049,4.273628049,0.842679578,0.853830853,0.146900841,1.03978926,0.999955165
624,42.80487805,42.80487805,4.280487805,0.850941765,0.854214639,0.148219122,1.040555279,1.001173188
625,42.87347561,42.87347561,4.287347561,0.850040766,0.856002705,0.148057133,1.035969106,1.000943732
626,42.94207317,42.94207317,4.294207317,0.843150994,0.849890201,0.147515774,1.039751889,1.000340196
627,43.01067073,43.01067073,4.301067073,0.849684559,0.853478207,0.149355722,1.043046343,1.002803861
628,43.07926829,43.07926829,4.307926829,0.844580028,0.852696204,0.150275766,1.044729843,1.0027737
629,43.14786585,43.14786585,4.314786585,0.844018833,0.855495903,0.150878138,1.050337344,0.998068925
630,43.21646341,43.21646341,4.321646341,0.842884085,0.84985072,0.150386433,1.04904798,0.999373514
631,43.28506098,43.28506098,4.328506098,0.855218331,0.863372959,0.15020169,1.035953416,1.003480629
632,43.35365854,43.35365854,4.335365854,0.852350473,0.863222371,0.149243032,1.035128743,1.001740492
633,43.4222561,43.4222561,4.34222561,0.854708374,0.86129802,0.15023031,1.036006148,1.002584961
634,43.49085366,43.49085366,4.349085366,0.846892875,0.860131281,0.152178274,1.041547674,1.000827293
635,43.55945122,43.55945122,4.355945122,0.843258923,0.853475465,0.153692938,1.043874419,1.001992336
636,43.62804878,43.62804878,4.362804878,0.842225771,0.850634122,0.154456916,1.038927304,0.997275941
637,43.69664634,43.69664634,4.369664634,0.834724465,0.847972834,0.15550169,1.035358448,1.000167193
638,43.7652439,43.7652439,4.37652439,0.834465503,0.839398237,0.156312138,1.03489711,0.99908218
639,43.83384146,43.83384146,4.383384146,0.827535324,0.839189921,0.157727507,1.037090179,1.000588859
640,43.90243902,43.90243902,4.390243902,0.830573514,0.840926615,0.15894142,1.038329836,1.000782956
641,43.97103659,43.97103659,4.397103659,0.839882862,0.846507237,0.158806224,1.042081603,1.001520904
642,44.03963415,44.03963415,4.403963415,0.8375145,0.848737875,0.156524723,1.043070453,1.004242538
643,44.10823171,44.10823171,4.410823171,0.848504203,0.853284431,0.152060668,1.039249587,1.001733474
644,44.17682927,44.17682927,4.417682927,0.858418059,0.85944082,0.1470195,1.035025085,1.002395015
645,44.24542683,44.24542683,4.424542683,0.863287525,0.863325825,0.142706488,1.030316092,1.000456881
646,44.31402439,44.31402439,4.431402439,0.862369596,0.86169287,0.138684496,1.02654424,1.001406835
647,44.38262195,44.38262195,4.438262195,0.852670373,0.85577875,0.135576547,1.032519844,1.002394156
648,44.45121951,44.45121951,4.445121951,0.858905693,0.855680396,0.134612622,1.03004123,1.002071994
649,44.51981707,44.51981707,4.451981707,0.85679524,0.855240836,0.133821286,1.033940378,1.003785788
650,44.58841463,44.58841463,4.458841463,0.849942876,0.847637976,0.133391594,1.036622966,1.002195254
651,44.6570122,44.6570122,4.46570122,0.854981898,0.846496835,0.132558209,1.034783009,1.002670037
652,44.72560976,44.72560976,4.472560976,0.849556225,0.849535232,0.132838309,1.035201075,1.000981036
653,44.79420732,44.79420732,4.479420732,0.842557141,0.844524509,0.132654881,1.034945513,1.002753372
654,44.86280488,44.86280488,4.486280488,0.843028349,0.839194545,0.133052875,1.036862009,1.001389385
655,44.93140244,44.93140244,4.493140244,0.840548345,0.836781011,0.132799271,1.040447784,1.000524888
656,45,45,4.5,0.835423113,0.836341304,0.132305774,1.038577064,1.001346696
657,45.06859756,45.06859756,4.506859756,0.845639176,0.84276443,0.132429256,1.03054894,1.001082884
658,45.13719512,45.13719512,4.513719512,0.843815588,0.842949003,0.131156606,1.030117691,1.002687593
659,45.20579268,45.20579268,4.520579268,0.842608517,0.842193499,0.13079646,1.034214612,1.001683067
660,45.27439024,45.27439024,4.527439024,0.842685593,0.842051923,0.130376538,1.028926488,0.999201336
661,45.3429878,45.3429878,4.53429878,0.846012636,0.840235688,0.132526666,1.033280435,1.003410888
662,45.41158537,45.41158537,4.541158537,0.848935608,0.844162647,0.130252196,1.032451604,1.002008311
663,45.48018293,45.48018293,4.548018293,0.845287622,0.845058245,0.130518781,1.027765046,0.999657552
664,45.54878049,45.54878049,4.554878049,0.844082936,0.841463872,0.132526666,1.029540632,1.000320589
665,45.61737805,45.61737805,4.561737805,0.848051947,0.843406869,0.130394339,1.027912005,1.003740415
666,45.68597561,45.68597561,4.568597561,0.854578725,0.841873933,0.131166812,1.032406315,1.002373625
667,45.75457317,45.75457317,4.575457317,0.851753081,0.846482266,0.132508017,1.035032919,1.001790909
668,45.82317073,45.82317073,4.582317073,0.845848217,0.852113643,0.133053905,1.033897473,1.000204839
669,45.89176829,45.89176829,4.589176829,0.853744178,0.845372804,0.13333453,1.039431691,1.001785802
670,45.96036585,45.96036585,4.596036585,0.851360435,0.84569241,0.132443551,1.033020057,1.002701795
671,46.02896341,46.02896341,4.602896341,0.856289564,0.848194079,0.132158072,1.0317329,1.003858223
672,46.09756098,46.09756098,4.609756098,0.858155354,0.850006722,0.132786681,1.032320144,1.00317482
673,46.16615854,46.16615854,4.616615854,0.844310102,0.842425937,0.132816977,1.035048327,1.000382303
674,46.2347561,46.2347561,4.62347561,0.850614781,0.847162601,0.132814178,1.04100935,1.004203398
675,46.30335366,46.30335366,4.630335366,0.852312052,0.841068061,0.132526666,1.032310882,1.003697083
676,46.37195122,46.37195122,4.637195122,0.856291412,0.846888808,0.133496892,1.034093457,1.00414834
677,46.44054878,46.44054878,4.644054878,0.852153444,0.847289296,0.133491754,1.035732699,1.00108694
678,46.50914634,46.50914634,4.650914634,0.846760524,0.843563722,0.133479349,1.032324565,0.998506769
679,46.5777439,46.5777439,4.65777439,0.847609736,0.838716811,0.133145672,1.035667873,0.999830182
680,46.64634146,46.64634146,4.664634146,0.851881971,0.842714455,0.132826091,1.035506938,1.004231412
681,46.71493902,46.71493902,4.671493902,0.849915068,0.840937494,0.132099271,1.030370052,1.00174304
682,46.78353659,46.78353659,4.678353659,0.854246457,0.837971285,0.132604796,1.030100323,0.99957792
683,46.85213415,46.85213415,4.685213415,0.845516474,0.838421085,0.133468387,1.038517125,1.001817829
684,46.92073171,46.92073171,4.692073171,0.850872898,0.837318779,0.134607607,1.041969397,1.001364783
685,46.98932927,46.98932927,4.698932927,0.850230074,0.839934099,0.135569978,1.045367478,1.001332856
686,47.05792683,47.05792683,4.705792683,0.851080104,0.841045165,0.135725873,1.046625354,1.006256102
687,47.12652439,47.12652439,4.712652439,0.850303221,0.849727892,0.136285999,1.03596785,1.000724974
688,47.19512195,47.19512195,4.719512195,0.848232611,0.842500419,0.135852659,1.040659598,1.001257352
689,47.26371951,47.26371951,4.726371951,0.848152799,0.847756331,0.135226313,1.038817059,0.999322325
690,47.33231707,47.33231707,4.733231707,0.849379746,0.84700776,0.135509767,1.034282334,0.999840729
691,47.40091463,47.40091463,4.740091463,0.848292042,0.847169268,0.135369406,1.035374197,1.002042036
692,47.4695122,47.4695122,4.74695122,0.843734992,0.845925089,0.135534358,1.037768794,1.003742643
693,47.53810976,47.53810976,4.753810976,0.845694429,0.843204294,0.135912879,1.036102761,1.002474902
694,47.60670732,47.60670732,4.760670732,0.849734525,0.842712017,0.136076184,1.03271048,1.000625894
695,47.67530488,47.67530488,4.767530488,0.844406297,0.839272534,0.136890103,1.031610664,1.003330106
696,47.74390244,47.74390244,4.774390244,0.842885401,0.838067164,0.138456753,1.031876702,1.002574851
697,47.8125,47.8125,4.78125,0.842059946,0.838019709,0.136076184,1.037837027,1.005329751
698,47.88109756,47.88109756,4.788109756,0.83954808,0.834843481,0.136076184,1.037445796,1.000472143
699,47.94969512,47.94969512,4.794969512,0.839821814,0.838935224,0.136076184,1.031361822,1.004498743
700,48.01829268,48.01829268,4.801829268,0.830649343,0.833614367,0.138424052,1.032710543,0.999122121
701,48.08689024,48.08689024,4.808689024,0.834538746,0.833683626,0.137827444,1.033995574,0.999449359
702,48.1554878,48.1554878,4.81554878,0.836254694,0.834442517,0.136433225,1.027676353,1.003464596
703,48.22408537,48.22408537,4.822408537,0.844558549,0.837369538,0.136696187,1.026085872,0.99756972
704,48.29268293,48.29268293,4.829268293,0.836084772,0.836026281,0.136101507,1.025683899,0.99968048
705,48.36128049,48.36128049,4.836128049,0.840449923,0.837209143,0.135779744,1.026975631,0.999035209
706,48.42987805,48.42987805,4.842987805,0.842791732,0.838194818,0.136402207,1.026440776,1.00066122
707,48.49847561,48.49847561,4.849847561,0.836684455,0.83566383,0.136717228,1.028920351,1.00333109
708,48.56707317,48.56707317,4.856707317,0.843555559,0.837279514,0.136839063,1.030540113,1.001521716
709,48.63567073,48.63567073,4.863567073,0.839148143,0.83418564,0.135971177,1.031309997,1.002139841
710,48.70426829,48.70426829,4.870426829,0.83745502,0.837113674,0.134957128,1.029048087,1.001262077
711,48.77286585,48.77286585,4.877286585,0.839651163,0.840326314,0.133541521,1.028942523,1.000309689
712,48.84146341,48.84146341,4.884146341,0.848076058,0.840747603,0.133434581,1.025266822,1.000351835
713,48.91006098,48.91006098,4.891006098,0.836273377,0.841246284,0.133409874,1.021814376,1.002509874
714,48.97865854,48.97865854,4.897865854,0.837727126,0.831678998,0.133873094,1.028686641,1.001043907
715,49.0472561,49.0472561,4.90472561,0.834484412,0.830130787,0.135431274,1.029513995,1.00239243
716,49.11585366,49.11585366,4.911585366,0.83118569,0.829850341,0.137057444,1.033310099,1.003299445
717,49.18445122,49.18445122,4.918445122,0.829520592,0.832141736,0.138503357,1.035247984,1.002670879
718,49.25304878,49.25304878,4.925304878,0.833818423,0.832027299,0.140081653,1.035000566,1.003042872
719,49.32164634,49.32164634,4.932164634,0.83123532,0.829480511,0.140498214,1.029048087,1.001397359
720,49.3902439,49.3902439,4.93902439,0.837003964,0.830932014,0.141064929,1.029513995,1.001135334
721,49.45884146,49.45884146,4.945884146,0.82947776,0.837371346,0.140164886,1.029513995,1.001379394
722,49.52743902,49.52743902,4.952743902,0.837802087,0.834839809,0.139191936,1.030375559,1.000201309
723,49.59603659,49.59603659,4.959603659,0.837184039,0.838749814,0.138481201,1.027517607,1.001063523
724,49.66463415,49.66463415,4.966463415,0.840673766,0.842535154,0.137962191,1.030999487,1.003460498
725,49.73323171,49.73323171,4.973323171,0.837845147,0.840069248,0.136894793,1.027516383,1.001791572
726,49.80182927,49.80182927,4.980182927,0.839956611,0.842813946,0.136396444,1.027544907,1.005024796
727,49.87042683,49.87042683,4.987042683,0.846416016,0.845690446,0.137248609,1.028665587,1.003102511
728,49.93902439,49.93902439,4.993902439,0.843088199,0.839883098,0.137920106,1.0316778,1.001758942
729,50.00762195,50.00762195,5.000762195,0.839796655,0.840535434,0.139535116,1.033322502,1.001228037
730,50.07621951,50.07621951,5.007621951,0.835570339,0.842335175,0.140219857,1.028810409,1.002297372
731,50.14481707,50.14481707,5.014481707,0.842202675,0.841700729,0.13993381,1.030553792,1.000509626
732,50.21341463,50.21341463,5.021341463,0.836975249,0.843297665,0.140283415,1.028063253,0.999528028
733,50.2820122,50.2820122,5.02820122,0.837801751,0.841559407,0.140913022,1.028529389,1.002926939
734,50.35060976,50.35060976,5.035060976,0.840838814,0.837241562,0.140865858,1.029853709,0.999905968
735,50.41920732,50.41920732,5.041920732,0.830002514,0.839795425,0.141274301,1.028280073,1.002779438
736,50.48780488,50.48780488,5.048780488,0.836268631,0.840708917,0.14128772,1.028476375,0.999913082
737,50.55640244,50.55640244,5.055640244,0.837279428,0.839131561,0.140604651,1.024989132,1.001720599
738,50.625,50.625,5.0625,0.827973262,0.841008722,0.140094581,1.028665587,1.005496337
739,50.69359756,50.69359756,5.069359756,0.830220669,0.835715928,0.139509297,1.028665587,0.997528131
740,50.76219512,50.76219512,5.076219512,0.833501941,0.839960985,0.14113624,1.027292766,1.000239914
741,50.83079268,50.83079268,5.083079268,0.824737402,0.838709816,0.141973914,1.034860231,1.002744022
742,50.89939024,50.89939024,5.089939024,0.828716095,0.838486777,0.142032785,1.028424417,1.001433077
743,50.9679878,50.9679878,5.09679878,0.828739335,0.840510169,0.142154057,1.031010594,0.999741242
744,51.03658537,51.03658537,5.103658537,0.836697039,0.834004562,0.142447179,1.028903794,1.001500999
745,51.10518293,51.10518293,5.110518293,0.823592291,0.83277204,0.143215108,1.029926166,0.999993742
746,51.17378049,51.17378049,5.117378049,0.825080715,0.832807564,0.144830445,1.024370796,0.999444623
747,51.24237805,51.24237805,5.124237805,0.827638234,0.83567708,0.147973519,1.028577099,1.002298229
748,51.31097561,51.31097561,5.131097561,0.830964456,0.836187391,0.150258799,1.033628819,1.000799191
749,51.37957317,51.37957317,5.137957317,0.823818253,0.831999149,0.151460214,1.033037284,1.0026202
750,51.44817073,51.44817073,5.144817073,0.826899485,0.836618497,0.151264447,1.029744081,1.000023015
751,51.51676829,51.51676829,5.151676829,0.829430521,0.835182258,0.149978738,1.031941403,1.0005671
752,51.58536585,51.58536585,5.158536585,0.824650389,0.834130915,0.148528032,1.025691796,1.001901235
753,51.65396341,51.65396341,5.165396341,0.827536728,0.834994407,0.146282813,1.029543094,1.003071832
754,51.72256098,51.72256098,5.172256098,0.828489172,0.833252909,0.143620447,1.031839339,1.003442596
755,51.79115854,51.79115854,5.179115854,0.825396849,0.835454076,0.141711683,1.020112509,0.99987508
756,51.8597561,51.8597561,5.18597561,0.827424087,0.837763523,0.139448473,1.0172336,1.002397963
757,51.92835366,51.92835366,5.192835366,0.832786196,0.837995203,0.138364049,1.022652682,1.000933985
758,51.99695122,51.99695122,5.199695122,0.838256173,0.832722268,0.137540008,1.021388042,1.003351909
