L15_H2_MAD_Hampel,Sediment_Y_mm,Strat_depth_Y cm,RABD660670,R660R670,RMean,RABA400560,RABD660670RMean,RABD850
1132,77.65243902,8.765243902,1.055579307,1.089707728,0.134998461,101.0075808,7.85065564,0.996461888
1133,77.72103659,8.772103659,1.057282025,1.086247725,0.137526079,98.25283604,7.712765501,0.996779061
1134,77.78963415,8.778963415,1.055387201,1.093798018,0.138306786,98.98825049,7.655112536,0.995940727
1135,77.85823171,8.785823171,1.055272298,1.088884179,0.139577155,96.55212544,7.586747423,0.997140963
1136,77.92682927,8.792682927,1.05275844,1.091229439,0.139742702,95.82288853,7.558219279,0.995779839
1137,77.99542683,8.799542683,1.053158377,1.090561755,0.140061391,95.81133609,7.543767329,0.997313258
1138,78.06402439,8.806402439,1.055352011,1.088913348,0.141020889,95.5999562,7.5086689,0.993872753
1139,78.13262195,8.813262195,1.052172049,1.095453114,0.142189105,93.7935647,7.427811215,0.995124677
1140,78.20121951,8.820121951,1.053993519,1.090052672,0.143650356,92.62382034,7.371566126,0.996070135
1141,78.26981707,8.826981707,1.057978411,1.087961945,0.144463764,92.43505109,7.357582623,0.995940849
1142,78.33841463,8.833841463,1.054688975,1.094116082,0.145390096,93.69381111,7.284224279,0.996459893
1143,78.4070122,8.84070122,1.057501193,1.089208676,0.146191984,92.23528708,7.25757172,0.996244432
1144,78.47560976,8.847560976,1.05448247,1.089657697,0.145632986,92.53797525,7.26406262,0.997364737
1145,78.54420732,8.854420732,1.053916633,1.088933835,0.146104626,91.93136228,7.242974689,0.995483521
1146,78.61280488,8.861280488,1.052234479,1.089212619,0.145922512,90.15857186,7.250960488,0.996172137
1147,78.68140244,8.868140244,1.053645697,1.089923834,0.146157814,90.86195792,7.256647279,0.997206931
1148,78.75,8.875,1.051987365,1.089145372,0.146375218,90.33411088,7.23717405,0.996726236
1149,78.81859756,8.881859756,1.055612908,1.090816309,0.14592097,90.31479977,7.28159603,0.997683133
1150,78.88719512,8.888719512,1.054943421,1.094160601,0.14530229,90.3266046,7.307490587,0.994697093
1151,78.95579268,8.895579268,1.057704281,1.088110314,0.144693301,90.98740412,7.350941489,0.994459842
1152,79.02439024,8.902439024,1.05700401,1.091261029,0.143936206,90.7657822,7.373850715,0.995950467
1153,79.0929878,8.90929878,1.054545253,1.087835056,0.144491264,90.75606125,7.321586617,0.995900945
1154,79.16158537,8.916158537,1.053465257,1.087085537,0.144693309,92.30080383,7.297627164,0.995167543
1155,79.23018293,8.923018293,1.056677265,1.082034378,0.145156605,92.10801888,7.289766296,0.994950572
1156,79.29878049,8.929878049,1.051593834,1.088686891,0.146416535,90.44686791,7.187419807,0.994770379
1157,79.36737805,8.936737805,1.055947588,1.081336533,0.146386807,91.28473842,7.218153977,0.995792124
1158,79.43597561,8.943597561,1.054481633,1.085388866,0.147072308,90.88536299,7.176133686,0.997363216
1159,79.50457317,8.950457317,1.054796111,1.083259036,0.147366631,90.67087032,7.163547854,0.994837282
1160,79.57317073,8.957317073,1.054214395,1.081962591,0.147033423,90.78187204,7.176170203,0.9958412
1161,79.64176829,8.964176829,1.051360601,1.087722307,0.146729152,90.64485107,7.17347132,0.997058541
1162,79.71036585,8.971036585,1.051050651,1.094179115,0.144773993,92.16007479,7.269398774,0.99523728
1163,79.77896341,8.977896341,1.05520682,1.091013314,0.14267029,92.47632414,7.407820932,0.995112871
1164,79.84756098,8.984756098,1.053782223,1.096251105,0.139623879,94.51108988,7.564011335,0.997004089
1165,79.91615854,8.991615854,1.056421887,1.093550853,0.135372301,96.57892295,7.828977946,0.996685764
1166,79.9847561,8.99847561,1.05511972,1.095879545,0.130850354,99.73672547,8.097348305,0.997068751
1167,80.05335366,9.005335366,1.056720247,1.090888462,0.127930725,102.8824428,8.294874753,0.994876368
1168,80.12195122,9.012195122,1.057700289,1.087929483,0.126016321,104.4426031,8.423712715,0.996279845
1169,80.19054878,9.019054878,1.054883161,1.095295727,0.124260227,105.9043456,8.517557206,0.993387319
1170,80.25914634,9.025914634,1.058797936,1.090346938,0.123459474,107.7894203,8.60699366,0.994718483
1171,80.3277439,9.03277439,1.059236227,1.091761035,0.12176849,109.5705197,8.732197915,0.996113019
1172,80.39634146,9.039634146,1.062539677,1.08875561,0.119960965,110.6571884,8.891267292,0.9960582
1173,80.46493902,9.046493902,1.06105985,1.086199276,0.118613712,111.9389394,8.980651979,0.995747558
1174,80.53353659,9.053353659,1.057367561,1.092992621,0.117198634,112.1959772,9.06425633,0.992818068
1175,80.60213415,9.060213415,1.059981617,1.093038652,0.118155959,109.7208167,9.03074173,0.993427988
1176,80.67073171,9.067073171,1.064637578,1.084738676,0.119391979,109.169389,9.009573498,0.995192572
1177,80.73932927,9.073932927,1.052937748,1.099780696,0.122485039,105.1349047,8.737839291,0.997323686
1178,80.80792683,9.080792683,1.059274814,1.092571347,0.125585176,103.0962027,8.640777326,0.996539824
1179,80.87652439,9.087652439,1.05558261,1.095995342,0.127711093,100.9988503,8.511244312,0.995994664
1180,80.94512195,9.094512195,1.060076056,1.091344207,0.12756468,100.9944491,8.562492901,0.994423322
1181,81.01371951,9.101371951,1.059179987,1.095456831,0.125451192,104.4005674,8.674415535,0.998113595
1182,81.08231707,9.108231707,1.056250864,1.095830185,0.122974727,105.8444255,8.773836336,0.995661062
1183,81.15091463,9.115091463,1.060640822,1.090811639,0.120527385,107.8439673,8.955111027,0.998691965
1184,81.2195122,9.12195122,1.058656998,1.097731931,0.118321709,109.3653166,9.090015019,0.99762609
1185,81.28810976,9.128810976,1.063126927,1.082436883,0.116689025,111.7079465,9.251591244,0.996884066
1186,81.35670732,9.135670732,1.056661808,1.090160305,0.114820598,113.7622929,9.340489195,0.99522701
1187,81.42530488,9.142530488,1.060809116,1.082729336,0.113915582,116.2387747,9.44403473,0.992477967
1188,81.49390244,9.149390244,1.058621278,1.089678668,0.113577214,116.4708759,9.454560795,0.995547236
1189,81.5625,9.15625,1.059107959,1.091054507,0.114265483,116.7768624,9.391472847,0.99536386
1190,81.63109756,9.163109756,1.059795017,1.092171519,0.114329472,118.512651,9.371624124,0.995228358
1191,81.69969512,9.169969512,1.064235726,1.087200057,0.114074887,117.6205089,9.405431732,0.996482228
1192,81.76829268,9.176829268,1.059630521,1.089126052,0.113456923,119.8449598,9.452796598,0.995717682
1193,81.83689024,9.183689024,1.059795017,1.08471532,0.114165248,116.9662034,9.394377747,0.9948099
1194,81.9054878,9.19054878,1.061519125,1.088352867,0.115663325,114.7584505,9.248544993,0.997660248
1195,81.97408537,9.197408537,1.061016617,1.08319022,0.117919251,113.5143698,9.08904364,0.995975183
1196,82.04268293,9.204268293,1.058667312,1.082605204,0.120226309,111.341529,8.902106831,0.994608222
1197,82.11128049,9.211128049,1.059217788,1.083558625,0.123094396,109.2590128,8.694792263,0.99415076
1198,82.17987805,9.217987805,1.057706906,1.086561714,0.125885046,106.7673267,8.473130334,0.995434915
1199,82.24847561,9.224847561,1.05709199,1.092267144,0.129041374,104.5555595,8.241325725,0.994173557
1200,82.31707317,9.231707317,1.05921902,1.090535099,0.130992077,103.5319893,8.120654429,0.992699107
1201,82.38567073,9.238567073,1.059797341,1.090588456,0.132076506,103.2846072,8.050677946,0.99591006
1202,82.45426829,9.245426829,1.059630521,1.092601822,0.131552978,104.2455941,8.081169121,0.997188091
1203,82.52286585,9.252286585,1.058507871,1.096832229,0.130412647,105.9124353,8.147098411,0.993327384
1204,82.59146341,9.259146341,1.063438229,1.090809418,0.129975877,105.9778628,8.218925207,0.995730296
1205,82.66006098,9.266006098,1.062007271,1.090436309,0.129420212,106.6166259,8.245616897,0.995885924
1206,82.72865854,9.272865854,1.061444738,1.088789359,0.128861234,106.6629562,8.287134993,0.996316245
1207,82.7972561,9.27972561,1.063197699,1.090731217,0.129345529,105.9439459,8.283438859,0.994060512
1208,82.86585366,9.286585366,1.064756507,1.09226469,0.129420907,106.600116,8.302485335,0.998903623
1209,82.93445122,9.293445122,1.062961792,1.095734142,0.130142579,106.4720783,8.248302952,0.998945966
1210,83.00304878,9.300304878,1.063388438,1.093935469,0.131441475,105.2640695,8.164418936,0.998005713
1211,83.07164634,9.307164634,1.06125169,1.095242139,0.131599417,103.717197,8.121953741,0.998775725
1212,83.1402439,9.31402439,1.058433115,1.096520418,0.131865646,102.3233542,8.065788938,0.997474164
1213,83.20884146,9.320884146,1.061240477,1.091953833,0.132142477,101.6958032,8.052149219,0.99602516
1214,83.27743902,9.327743902,1.057363356,1.090588456,0.131495284,101.8349955,8.051210457,0.996332069
1215,83.34603659,9.334603659,1.060634478,1.089287512,0.131257325,101.7278136,8.091598811,0.995402079
1216,83.41463415,9.341463415,1.059502,1.086982287,0.131189469,100.8812824,8.092383077,0.996714497
1217,83.48323171,9.348323171,1.058991069,1.090118054,0.132947374,99.84124005,7.983071189,0.994105157
1218,83.55182927,9.355182927,1.059735596,1.088890641,0.134890755,100.1205834,7.874081289,0.99609747
1219,83.62042683,9.362042683,1.058877166,1.085220677,0.13746242,96.42753939,7.719482337,0.994698784
1220,83.68902439,9.368902439,1.053504586,1.093119627,0.140381062,95.43109272,7.522798307,0.995081112
1221,83.75762195,9.375762195,1.057209173,1.084103554,0.143570058,92.68257049,7.385348505,0.995547842
1222,83.82621951,9.382621951,1.055646502,1.090077516,0.146122459,91.27349404,7.248372978,0.999787675
1223,83.89481707,9.389481707,1.053402197,1.087667602,0.147907775,89.08064141,7.145746562,0.996332069
1224,83.96341463,9.396341463,1.05433525,1.088732033,0.14791075,88.62383375,7.151450203,0.996300543
1225,84.0320122,9.40320122,1.057563955,1.084404099,0.14677897,89.81293832,7.230609409,0.997073073
1226,84.10060976,9.410060976,1.054700926,1.089090572,0.145363562,90.05602861,7.28062099,0.995920376
1227,84.16920732,9.416920732,1.056880126,1.092422641,0.145502873,89.12639833,7.283009214,0.996300543
1228,84.23780488,9.423780488,1.054647823,1.097395485,0.146002555,88.21057455,7.235947963,0.995753447
1229,84.30640244,9.430640244,1.055832096,1.102322484,0.146482318,88.23190954,7.216450214,0.996513762
1230,84.375,9.4375,1.059738578,1.09527933,0.147735405,87.41535328,7.181578367,0.996722792
1231,84.44359756,9.444359756,1.056722293,1.096290035,0.147628937,88.61500131,7.167049785,0.996063477
1232,84.51219512,9.451219512,1.053723053,1.098189802,0.146976537,90.23967595,7.183704576,0.995720494
1233,84.58079268,9.458079268,1.056637576,1.087564824,0.146834042,90.14061276,7.224003884,0.995255864
1234,84.64939024,9.464939024,1.049970415,1.094143862,0.146549878,92.18461781,7.197752606,0.993586771
1235,84.7179878,9.47179878,1.055538354,1.08313801,0.147131529,91.65850018,7.209271285,0.996697694
1236,84.78658537,9.478658537,1.052473958,1.09090492,0.147365141,91.09238631,7.172350322,0.997481272
1237,84.85518293,9.485518293,1.057278302,1.08802915,0.147114694,91.44091059,7.212543418,0.996775828
1238,84.92378049,9.492378049,1.056326153,1.085726717,0.146617928,92.96492977,7.231827821,0.995115839
1239,84.99237805,9.499237805,1.053451186,1.09345985,0.147021685,93.80515105,7.193773316,0.996460219
1240,85.06097561,9.506097561,1.057947182,1.09054296,0.147783577,92.19538141,7.192004419,0.996899956
1241,85.12957317,9.512957317,1.054316821,1.094139201,0.148043602,93.09617356,7.155703806,0.996292364
1242,85.19817073,9.519817073,1.054136167,1.099046303,0.147648157,93.6774543,7.170330655,0.998303449
1243,85.26676829,9.526676829,1.055895198,1.097784006,0.14716808,94.29454188,7.19898177,0.995661698
1244,85.33536585,9.533536585,1.058817533,1.091066995,0.146732494,93.77882373,7.229737559,0.995279779
1245,85.40396341,9.540396341,1.055032511,1.100323608,0.145032842,95.5504351,7.281016888,0.995142696
1246,85.47256098,9.547256098,1.053488251,1.103100186,0.14384138,96.0048123,7.333533187,0.998175144
1247,85.54115854,9.554115854,1.058946648,1.100749646,0.143445971,95.55417202,7.400225924,0.997152028
1248,85.6097561,9.56097561,1.062362488,1.099145582,0.143904133,95.41442059,7.403284665,0.996528219
1249,85.67835366,9.567835366,1.059176241,1.106636322,0.144126832,95.24328761,7.368086769,0.994351536
1250,85.74695122,9.574695122,1.05928153,1.103050555,0.144625427,95.15204731,7.341678535,0.997258934
1251,85.81554878,9.581554878,1.058128707,1.099319371,0.145193996,94.11263946,7.302203309,0.997617991
1252,85.88414634,9.588414634,1.055328075,1.10359213,0.145087755,93.39845664,7.285804772,0.998670864
1253,85.9527439,9.59527439,1.062807239,1.090822999,0.145463787,92.87114156,7.317032391,0.998093711
1254,86.02134146,9.602134146,1.055428701,1.101197735,0.145202442,93.1381975,7.27985129,0.998257448
1255,86.08993902,9.608993902,1.055679148,1.095764922,0.14527005,93.49297025,7.281464777,0.99572562
1256,86.15853659,9.615853659,1.057955613,1.090233414,0.14520552,93.54670728,7.303459021,0.998001048
1257,86.22713415,9.622713415,1.054492931,1.093230005,0.145077757,92.75258723,7.283633963,0.996608035
1258,86.29573171,9.629573171,1.058049546,1.084082715,0.14433291,93.74859588,7.342699974,0.996690671
1259,86.36432927,9.636432927,1.052731431,1.0901083,0.143115393,95.10754874,7.366494956,0.998716493
1260,86.43292683,9.643292683,1.051303025,1.091414875,0.141767199,96.75418275,7.431576398,0.996594218
1261,86.50152439,9.650152439,1.054364181,1.089222364,0.140961667,97.6472259,7.499532653,0.997250717
1262,86.57012195,9.657012195,1.053421638,1.091671573,0.141404624,95.38838356,7.473863248,0.998942219
1263,86.63871951,9.663871951,1.053880157,1.092352883,0.141117842,96.4882874,7.495198034,0.99867075
1264,86.70731707,9.670731707,1.056632063,1.092427719,0.141034497,96.30625411,7.528248733,0.996601826
1265,86.77591463,9.677591463,1.05828668,1.095376402,0.140942809,96.50353992,7.562101303,0.997173309
1266,86.8445122,9.68445122,1.055994759,1.093286695,0.140710973,96.99225444,7.578191234,0.995544141
1267,86.91310976,9.691310976,1.056020494,1.096597275,0.139735257,97.76066306,7.640914625,0.994743503
1268,86.98170732,9.698170732,1.060067994,1.089223285,0.140875154,95.95068421,7.609319733,0.995193916
1269,87.05030488,9.705030488,1.058170707,1.091568085,0.142436623,95.45303025,7.511722457,0.99448918
1270,87.11890244,9.711890244,1.057518778,1.095437715,0.145264164,94.72810979,7.364295429,0.997304296
1271,87.1875,9.71875,1.06045083,1.091794381,0.148853744,91.07584812,7.212014598,0.995941883
1272,87.25609756,9.725609756,1.054919415,1.100160881,0.151676999,88.88753276,7.048329184,0.997635622
1273,87.32469512,9.732469512,1.053524909,1.101538635,0.153003904,87.74091868,6.982445594,0.996363617
1274,87.39329268,9.739329268,1.057613277,1.092241774,0.15301415,87.45453939,7.014282265,0.995896613
1275,87.46189024,9.746189024,1.05790898,1.095207618,0.15111842,90.36134141,7.103567477,0.996077072
1276,87.5304878,9.75304878,1.061069071,1.090612104,0.150662573,88.99755453,7.126707069,0.996186969
1277,87.59908537,9.759908537,1.056785826,1.0988382,0.148627877,90.52602817,7.165684423,0.996613776
1278,87.66768293,9.766768293,1.0591504,1.094175004,0.146993791,90.2436153,7.236507739,0.996293501
1279,87.73628049,9.773628049,1.057683028,1.091013668,0.145514107,92.4134663,7.291344504,0.994701237
1280,87.80487805,9.780487805,1.060296147,1.085852121,0.145388558,90.69947975,7.312961132,0.997810897
1281,87.87347561,9.787347561,1.054507092,1.094457019,0.145722126,91.90959734,7.258048242,0.99854149
1282,87.94207317,9.794207317,1.057625611,1.093447255,0.146579951,91.38205891,7.235194468,0.998380651
1283,88.01067073,9.801067073,1.055163549,1.095836687,0.147087511,91.22826976,7.189417293,0.997867797
1284,88.07926829,9.807926829,1.055899626,1.100561163,0.146888657,91.75853409,7.200340563,0.996724205
1285,88.14786585,9.814786585,1.05852248,1.099382706,0.14613843,92.14459438,7.255688906,0.997684253
1286,88.21646341,9.821646341,1.056692381,1.100095309,0.14461422,94.32009063,7.323087654,0.994632886
1287,88.28506098,9.828506098,1.051984591,1.102241695,0.142284305,95.42208382,7.416018986,0.997224532
1288,88.35365854,9.835365854,1.05488652,1.097114601,0.140210003,97.04492151,7.549012307,0.997057162
1289,88.4222561,9.84222561,1.055362259,1.094788524,0.139309364,98.71989822,7.597691044,0.996336395
1290,88.49085366,9.849085366,1.053355071,1.102782228,0.139438729,98.75806427,7.568619805,0.997600332
1291,88.55945122,9.855945122,1.053801571,1.103238363,0.140951137,97.29952929,7.48413009,0.997291783
1292,88.62804878,9.862804878,1.052627,1.10489035,0.141545268,97.97358974,7.441598108,0.998733678
1293,88.69664634,9.869664634,1.055272339,1.099018539,0.142545228,96.43705909,7.411433543,0.999634176
1294,88.7652439,9.87652439,1.054846229,1.096414793,0.143853279,95.70498891,7.345723975,0.99750627
1295,88.83384146,9.883384146,1.054946544,1.100290448,0.144206778,96.51592119,7.330848794,0.997291783
1296,88.90243902,9.890243902,1.055385149,1.100720667,0.145035335,95.48579407,7.292009723,0.996449149
1297,88.97103659,9.897103659,1.062022757,1.090963085,0.144912993,95.93648197,7.342732337,0.997006368
1298,89.03963415,9.903963415,1.061008498,1.095743179,0.142825579,95.89843135,7.441374933,0.996457605
1299,89.10823171,9.910823171,1.062546855,1.091375061,0.140168433,98.38309922,7.59716187,0.995682352
1300,89.17682927,9.917682927,1.064803429,1.088932674,0.138080456,99.15643458,7.734590692,0.997936345
1301,89.24542683,9.924542683,1.060034662,1.104144273,0.13575909,101.7154068,7.829206305,0.996856589
1302,89.31402439,9.931402439,1.066512091,1.095489621,0.135313656,101.4869147,7.891620682,0.997748531
1303,89.38262195,9.938262195,1.06472867,1.103898621,0.134626813,102.8273885,7.91439584,0.997006368
1304,89.45121951,9.945121951,1.064959772,1.101543144,0.133744448,103.794113,7.972090337,0.997346641
1305,89.51981707,9.951981707,1.066654655,1.098826614,0.131826139,106.1652464,8.107187517,0.996045681
1306,89.58841463,9.958841463,1.064095295,1.099790713,0.130267711,107.5176438,8.187799592,0.996004706
1307,89.6570122,9.96570122,1.066127498,1.100452646,0.128458256,108.2070541,8.327231146,0.996290488
1308,89.72560976,9.972560976,1.065678423,1.099320937,0.127484897,109.0242887,8.392135805,0.99860422
1309,89.79420732,9.979420732,1.072733364,1.087657546,0.127263751,110.2548768,8.461732165,0.997433642
1310,89.86280488,9.986280488,1.069673911,1.094507073,0.128036301,108.2350842,8.388106954,0.998197387
1311,89.93140244,9.993140244,1.071016119,1.094579301,0.129783932,108.0449333,8.277649187,0.994533667
1312,90,10,1.071232784,1.093089898,0.132297398,105.0282345,8.121028769,0.994832079
1313,90.06859756,10.00685976,1.066053152,1.108650127,0.134291814,103.3096206,7.963272341,0.995284561
1314,90.13719512,10.01371951,1.067012741,1.106085193,0.135391282,102.7372476,7.909592759,0.993381694
1315,90.20579268,10.02057927,1.065994157,1.107800389,0.136423033,101.717692,7.841639926,0.997672003
1316,90.27439024,10.02743902,1.06957624,1.103195487,0.13653078,102.3621168,7.861892493,0.993251524
1317,90.3429878,10.03429878,1.069100855,1.102628852,0.137136497,100.9140726,7.816061766,0.995436796
1318,90.41158537,10.04115854,1.06552075,1.108224573,0.136880119,102.5392188,7.803780525,0.995677894
1319,90.48018293,10.04801829,1.067852347,1.104062319,0.13710876,100.4957853,7.806254241,0.993312531
1320,90.54878049,10.05487805,1.063989126,1.112553966,0.135938262,102.9483854,7.841563525,0.993076683
1321,90.61737805,10.0617378,1.068217568,1.10344965,0.136161141,100.8677476,7.860140093,0.996429483
1322,90.68597561,10.06859756,1.068103727,1.106093297,0.134641134,103.5271333,7.949157976,0.994784342
1323,90.75457317,10.07545732,1.068787888,1.101709975,0.132014801,105.9567695,8.115907492,0.994121271
1324,90.82317073,10.08231707,1.065394751,1.10612936,0.130227834,108.6748918,8.20632037,0.993243749
1325,90.89176829,10.08917683,1.067114605,1.100555524,0.129570753,108.7254554,8.267769821,0.992898354
1326,90.96036585,10.09603659,1.069429555,1.101437355,0.130107051,108.2912695,8.256156668,0.995500039
1327,91.02896341,10.10289634,1.071607592,1.096549021,0.130519305,106.9143684,8.25616262,0.997843054
1328,91.09756098,10.1097561,1.072781342,1.097317838,0.129681917,107.5916776,8.326067025,0.995886478
1329,91.16615854,10.11661585,1.072498002,1.100321133,0.127805652,109.2110083,8.449598989,0.995830296
1330,91.2347561,10.12347561,1.07008173,1.111434767,0.126181844,112.4126313,8.535109328,0.995055737
1331,91.30335366,10.13033537,1.070662498,1.113385093,0.124420468,113.8887927,8.657456836,0.99438228
1332,91.37195122,10.13719512,1.074579966,1.105461173,0.123300096,115.5946237,8.761182785,0.993524329
1333,91.44054878,10.14405488,1.072517787,1.104715853,0.120843243,115.9939227,8.926578552,0.994489143
1334,91.50914634,10.15091463,1.070568254,1.100422655,0.118756986,119.7662297,9.068221692,0.993120854
1335,91.5777439,10.15777439,1.071802383,1.091792903,0.117270529,119.516347,9.209466227,0.993963857
1336,91.64634146,10.16463415,1.071552655,1.094142256,0.117228852,120.8372644,9.209507188,0.99755228
1337,91.71493902,10.1714939,1.073987769,1.095202223,0.118224036,120.358413,9.149422815,0.997490644
1338,91.78353659,10.17835366,1.069156956,1.100305698,0.119122773,120.4616959,9.045750026,0.997212281
1339,91.85213415,10.18521341,1.065827643,1.09435933,0.119059745,120.6331922,9.055383528,0.994742382
1340,91.92073171,10.19207317,1.071895192,1.085293785,0.117132167,124.084187,9.288497348,0.994041561
1341,91.98932927,10.19893293,1.067398627,1.086709132,0.115777679,122.481376,9.351662367,0.995260552
1342,92.05792683,10.20579268,1.068458715,1.090917149,0.115319297,123.8946031,9.367448338,0.996390827
1343,92.12652439,10.21265244,1.072556255,1.085559699,0.116015181,120.8757509,9.313221931,0.995237201
1344,92.19512195,10.2195122,1.068792139,1.085843005,0.116673335,122.3126957,9.209889097,0.996533339
1345,92.26371951,10.22637195,1.069540914,1.08987666,0.117386925,123.3203131,9.143919253,0.992382459
1346,92.33231707,10.23323171,1.071250352,1.095763708,0.118496547,120.8555194,9.063573868,0.994568905
1347,92.40091463,10.24009146,1.069541264,1.096622346,0.120131755,119.9443877,8.930205622,0.995598615
1348,92.4695122,10.24695122,1.071116786,1.092882389,0.122966991,115.4048992,8.74318782,0.995746085
1349,92.53810976,10.25381098,1.070566577,1.092485426,0.125759087,113.3884655,8.547643462,0.997780958
1350,92.60670732,10.26067073,1.06711796,1.096360453,0.127970167,110.8441576,8.364790901,0.997767803
1351,92.67530488,10.26753049,1.062303908,1.098664016,0.128911572,110.0953039,8.25986673,0.995122748
1352,92.74390244,10.27439024,1.061836681,1.100653956,0.129571931,109.544822,8.215497924,0.994385299
1353,92.8125,10.28125,1.062709074,1.095026285,0.129384434,110.6256894,8.246297075,0.993866305
1354,92.88109756,10.28810976,1.058231231,1.095588432,0.129722099,108.1645835,8.195672712,0.997530284
1355,92.94969512,10.29496951,1.056996601,1.100460239,0.129560993,107.876542,8.191781505,0.994801396
1356,93.01829268,10.30182927,1.063803392,1.088401735,0.130168788,107.1897598,8.202287159,0.993867349
1357,93.08689024,10.30868902,1.060949056,1.100183029,0.13075674,108.2871545,8.151408934,0.996307165
1358,93.1554878,10.31554878,1.063851382,1.096804319,0.13233496,105.8269829,8.087122517,0.997603136
1359,93.22408537,10.32240854,1.062672986,1.101914787,0.133832026,106.2237305,7.991629977,0.993721909
1360,93.29268293,10.32926829,1.064440406,1.09515643,0.134781964,103.9669493,7.944556844,0.995356759
1361,93.36128049,10.33612805,1.06633662,1.0955511,0.134386021,107.3500402,7.971577698,0.998829395
1362,93.42987805,10.3429878,1.062611067,1.096621181,0.13313643,107.0372835,8.010045544,0.997332995
1363,93.49847561,10.34984756,1.059693348,1.094575182,0.130855422,107.7399598,8.132893039,0.997471898
1364,93.56707317,10.35670732,1.062586582,1.090215408,0.128889951,110.5209168,8.294479539,0.995587631
1365,93.63567073,10.36356707,1.064785269,1.089864275,0.128394165,111.4394615,8.338802684,0.99831681
1366,93.70426829,10.37042683,1.064447937,1.094756849,0.129644135,110.2231675,8.23428304,0.995563219
1367,93.77286585,10.37728659,1.063041295,1.098711029,0.129935124,109.7980737,8.196036454,0.995463203
1368,93.84146341,10.38414634,1.063265093,1.094601745,0.130621923,108.636112,8.158464786,0.995874116
1369,93.91006098,10.3910061,1.064504933,1.089686015,0.129424068,108.9261312,8.250440013,0.997306107
1370,93.97865854,10.39786585,1.067969582,1.08319441,0.12833931,108.224167,8.350662724,0.996311651
1371,94.0472561,10.40472561,1.061395143,1.094333399,0.126650556,109.9879696,8.414595765,0.997339822
1372,94.11585366,10.41158537,1.060568383,1.090899425,0.125961878,111.5040172,8.458756478,0.997850732
1373,94.18445122,10.41844512,1.068554119,1.085530681,0.126827289,110.7455087,8.460105281,0.999480284
1374,94.25304878,10.42530488,1.063561426,1.090861888,0.128972756,110.0220177,8.266646016,0.997500759
1375,94.32164634,10.43216463,1.060860338,1.093006765,0.130911085,106.9717924,8.115874352,0.999517959
1376,94.3902439,10.43902439,1.059660035,1.0969106,0.131997606,107.4787158,8.043694512,0.997723902
1377,94.45884146,10.44588415,1.064501086,1.086886231,0.132475349,106.8725167,8.062439349,0.996874953
1378,94.52743902,10.4527439,1.067024044,1.083980428,0.131759431,108.9597788,8.139600669,0.995012464
1379,94.59603659,10.45960366,1.060484138,1.093202604,0.131319821,109.0302375,8.127800742,0.996892153
1380,94.66463415,10.46646341,1.063534633,1.088601855,0.131057243,109.1680732,8.168616487,0.995439451
1381,94.73323171,10.47332317,1.065988022,1.090185238,0.13044014,110.4147032,8.221823877,0.997238798
1382,94.80182927,10.48018293,1.06524837,1.088037133,0.129679648,111.0391377,8.258237993,0.996961526
1383,94.87042683,10.48704268,1.063612561,1.08910143,0.128275374,112.5319398,8.337691376,0.997576376
1384,94.93902439,10.49390244,1.061514528,1.084478813,0.126121958,114.9284734,8.471483138,0.995553277
1385,95.00762195,10.5007622,1.070389653,1.089425079,0.125574201,115.8930747,8.599474561,0.994275608
1386,95.07621951,10.50762195,1.06877186,1.077021832,0.12613812,115.8630269,8.560940566,0.994922368
1387,95.14481707,10.51448171,1.066872656,1.08347179,0.127756435,113.0060264,8.438321537,0.99467147
1388,95.21341463,10.52134146,1.064611819,1.089425079,0.12942188,110.4974424,8.310690065,0.995338293
1389,95.2820122,10.52820122,1.06519761,1.097262561,0.129834268,110.8183712,8.280786253,0.995741948
1390,95.35060976,10.53506098,1.070555197,1.089600828,0.130208759,109.2489624,8.295623087,0.995780512
1391,95.41920732,10.54192073,1.066015467,1.087796571,0.130848589,107.1890424,8.232471158,0.995477595
1392,95.48780488,10.54878049,1.068459182,1.081809279,0.132614501,105.275968,8.16097391,0.996205438
1393,95.55640244,10.55564024,1.065789311,1.088383213,0.133923537,103.734194,8.063451467,0.997836917
1394,95.625,10.5625,1.063968853,1.092998582,0.135410812,103.9786897,7.951536663,0.996860447
1395,95.69359756,10.56935976,1.064923167,1.093589992,0.136943374,101.3235913,7.851747513,0.997629093
1396,95.76219512,10.57621951,1.064287701,1.093820956,0.136979678,102.3429952,7.841517979,0.997666965
1397,95.83079268,10.58307927,1.064791479,1.095311811,0.135916757,106.1005256,7.923074092,0.998282724
1398,95.89939024,10.58993902,1.068249822,1.088448842,0.134481105,109.3248725,8.050805561,0.996661889
1399,95.9679878,10.59679878,1.066188314,1.094761768,0.133094133,110.7430481,8.133179211,0.995039689
1400,96.03658537,10.60365854,1.071021634,1.097275317,0.131994019,112.0623787,8.237877907,0.995349218
1401,96.10518293,10.61051829,1.070213176,1.096082053,0.131529255,112.1562258,8.260271972,0.996228357
1402,96.17378049,10.61737805,1.068398897,1.099406721,0.131337482,112.8068082,8.260822196,0.994844913
1403,96.24237805,10.6242378,1.069749903,1.097091046,0.131707374,113.4513312,8.241145334,0.999154374
1404,96.31097561,10.63109756,1.071280522,1.08801451,0.13327144,110.6385296,8.143675412,0.997943458
