L15_H16_MAD_Hampel,Sediment_Y_mm,strat_depth_Y_mm,R570R630,RABD660670,R660R670,RMean,RABD660670RMean
1540,105.6402439,105.6402439,0.986987886,1.018807018,1.028673,0.130755712,7.819594829
1541,105.7088415,105.7088415,0.978199397,1.024511011,1.02345496,0.13027228,7.899941321
1542,105.777439,105.777439,0.977912771,1.020241459,1.027907868,0.129943164,7.889236842
1543,105.8460366,105.8460366,0.984742197,1.019477921,1.025446877,0.131599166,7.778344916
1544,105.9146341,105.9146341,0.981994427,1.019387958,1.027139467,0.132870656,7.69397784
1545,105.9832317,105.9832317,0.980069076,1.016126321,1.02941311,0.134147592,7.591949317
1546,106.0518293,106.0518293,0.982258991,1.023287407,1.022221962,0.135208933,7.584471579
1547,106.1204268,106.1204268,0.97990183,1.019052623,1.026975003,0.135191411,7.553733195
1548,106.1890244,106.1890244,0.980706838,1.02309985,1.02142231,0.135799886,7.550676884
1549,106.257622,106.257622,0.982469426,1.021156325,1.023836567,0.136419203,7.503936237
1550,106.3262195,106.3262195,0.984529377,1.020200799,1.023657578,0.135919603,7.522975729
1551,106.3948171,106.3948171,0.974621368,1.021365696,1.024586308,0.134908578,7.58871393
1552,106.4634146,106.4634146,0.978121455,1.018331965,1.02788789,0.134731401,7.577590504
1553,106.5320122,106.5320122,0.978014451,1.019140676,1.029826516,0.134572658,7.592539226
1554,106.6006098,106.6006098,0.983718807,1.022315728,1.028579224,0.135034129,7.58931743
1555,106.6692073,106.6692073,0.984489847,1.024190873,1.02370955,0.134979356,7.60385904
1556,106.7378049,106.7378049,0.977799655,1.024078715,1.022850055,0.135195669,7.590362649
1557,106.8064024,106.8064024,0.979603747,1.021986992,1.024627312,0.134955127,7.587314529
1558,106.875,106.875,0.974441271,1.02124886,1.026104776,0.135357392,7.561139161
1559,106.9435976,106.9435976,0.986201152,1.020131423,1.026122866,0.135650755,7.538494272
1560,107.0121951,107.0121951,0.973356757,1.0216941,1.023274166,0.135510951,7.554166017
1561,107.0807927,107.0807927,0.976343167,1.024601908,1.020280511,0.136518966,7.51795718
1562,107.1493902,107.1493902,0.979474486,1.022683017,1.025232171,0.137722564,7.436968842
1563,107.2179878,107.2179878,0.979877741,1.026430177,1.021140538,0.138618513,7.413245447
1564,107.2865854,107.2865854,0.976533472,1.017979384,1.026423661,0.139331443,7.310219972
1565,107.3551829,107.3551829,0.972535206,1.024592358,1.022845478,0.139722423,7.336026645
1566,107.4237805,107.4237805,0.973420257,1.022209806,1.025383081,0.140078126,7.299790098
1567,107.492378,107.492378,0.969269604,1.022755234,1.023263834,0.139840561,7.316399997
1568,107.5609756,107.5609756,0.972736189,1.024544192,1.020302968,0.13930323,7.35905295
1569,107.6295732,107.6295732,0.962087925,1.019649282,1.025946818,0.138534269,7.366174975
1570,107.6981707,107.6981707,0.969530534,1.02092969,1.025731352,0.138180952,7.395448923
1571,107.7667683,107.7667683,0.970925964,1.02201948,1.027169441,0.138231009,7.400781185
1572,107.8353659,107.8353659,0.973400297,1.02359336,1.025429747,0.138765924,7.384576213
1573,107.9039634,107.9039634,0.969211557,1.023954917,1.021052731,0.139668208,7.338895852
1574,107.972561,107.972561,0.977309767,1.018332096,1.024840273,0.139981308,7.280662414
1575,108.0411585,108.0411585,0.970937641,1.021056543,1.024458754,0.139338131,7.333157578
1576,108.1097561,108.1097561,0.969455931,1.021169258,1.028037725,0.139308528,7.337599385
1577,108.1783537,108.1783537,0.978447394,1.024679502,1.021473696,0.138094475,7.429023143
1578,108.2469512,108.2469512,0.98755194,1.020768467,1.02539738,0.139035767,7.350567502
1579,108.3155488,108.3155488,0.982053361,1.019847366,1.026309211,0.138531274,7.369798899
1580,108.3841463,108.3841463,0.96997272,1.021723773,1.024041353,0.137744274,7.42527038
1581,108.4527439,108.4527439,0.982312472,1.023839011,1.022641661,0.13816576,7.417474601
1582,108.5213415,108.5213415,0.968458454,1.021976709,1.02642078,0.1370619,7.463864373
1583,108.589939,108.589939,0.982498622,1.024310253,1.022423238,0.136694155,7.500839364
1584,108.6585366,108.6585366,0.977605652,1.02177892,1.02587798,0.135193926,7.566898992
1585,108.7271341,108.7271341,0.970767036,1.024351537,1.020570253,0.134191656,7.645071337
1586,108.7957317,108.7957317,0.975245593,1.022087051,1.024098734,0.133495417,7.668106141
1587,108.8643293,108.8643293,0.972745532,1.019434452,1.022943622,0.131686735,7.750722162
1588,108.9329268,108.9329268,0.978280168,1.021550169,1.024051168,0.130725704,7.822894589
1589,109.0015244,109.0015244,0.978867459,1.020988941,1.027207679,0.128897238,7.928706623
1590,109.070122,109.070122,0.977242651,1.022334811,1.022912089,0.129179948,7.921928083
1591,109.1387195,109.1387195,0.979640005,1.0219551,1.024839453,0.130084237,7.868826259
1592,109.2073171,109.2073171,0.983823597,1.017150764,1.026606817,0.131455523,7.755654881
1593,109.2759146,109.2759146,0.987414742,1.024509639,1.019205672,0.13215438,7.773872099
1594,109.3445122,109.3445122,0.9843441,1.022052161,1.021393265,0.133052607,7.703256792
1595,109.4131098,109.4131098,0.989732597,1.017671463,1.02604023,0.132592947,7.694074661
1596,109.4817073,109.4817073,0.987631717,1.018614876,1.0275619,0.13354292,7.643309363
1597,109.5503049,109.5503049,0.977744126,1.024729943,1.017808061,0.133876705,7.669067414
1598,109.6189024,109.6189024,0.981594705,1.025557721,1.017778723,0.135010486,7.6091624
1599,109.6875,109.6875,0.976726718,1.024071253,1.017514575,0.134347313,7.634970388
1600,109.7560976,109.7560976,0.978339711,1.019646886,1.024376424,0.135399052,7.54147315
1601,109.8246951,109.8246951,0.980587748,1.022296681,1.020443858,0.135917754,7.534256105
1602,109.8932927,109.8932927,0.972567878,1.021308096,1.022260604,0.135624784,7.542041663
1603,109.9618902,109.9618902,0.973662453,1.019369202,1.025758581,0.13563521,7.525733925
1604,110.0304878,110.0304878,0.982725608,1.022708166,1.022693051,0.135612077,7.55153233
1605,110.0990854,110.0990854,0.965630676,1.026338206,1.018013172,0.135178455,7.601833451
1606,110.1676829,110.1676829,0.97223632,1.021981866,1.024536681,0.135306455,7.563561893
1607,110.2362805,110.2362805,0.97517095,1.025292239,1.023220531,0.135104971,7.600500737
1608,110.304878,110.304878,0.97531215,1.024977511,1.02406122,0.135174528,7.595155747
1609,110.3734756,110.3734756,0.97946958,1.022107309,1.025977325,0.135678674,7.546146716
1610,110.4420732,110.4420732,0.974306344,1.022727455,1.023861797,0.133928093,7.64872621
1611,110.5106707,110.5106707,0.974154642,1.023910388,1.021578562,0.133202703,7.69870565
1612,110.5792683,110.5792683,0.97585327,1.018351722,1.025299586,0.13137294,7.763903541
1613,110.6478659,110.6478659,0.977243551,1.023150317,1.023051118,0.129967842,7.885661956
1614,110.7164634,110.7164634,0.987458214,1.022666103,1.020847375,0.128882993,7.946676162
1615,110.785061,110.785061,0.986746858,1.019047232,1.028996682,0.127155181,8.027498961
1616,110.8536585,110.8536585,0.973460609,1.024520725,1.021330712,0.125112876,8.204488754
1617,110.9222561,110.9222561,0.974796755,1.021274813,1.023945664,0.123709012,8.273786614
1618,110.9908537,110.9908537,0.97665554,1.020908064,1.027676267,0.123091162,8.315784608
1619,111.0594512,111.0594512,0.977486846,1.02365234,1.021664505,0.123120297,8.337348192
1620,111.1280488,111.1280488,0.97670621,1.023284884,1.022654525,0.122250457,8.388458383
1621,111.1966463,111.1966463,0.968110995,1.021573174,1.027570429,0.121481233,8.424229668
1622,111.2652439,111.2652439,0.97665554,1.022727455,1.031546822,0.12158021,8.377662989
1623,111.3338415,111.3338415,0.97794276,1.021588964,1.027940734,0.120515999,8.485891981
1624,111.402439,111.402439,0.983589118,1.022634438,1.025359219,0.119393144,8.573557177
1625,111.4710366,111.4710366,0.975473477,1.024493225,1.02280592,0.118339423,8.665344238
1626,111.5396341,111.5396341,0.981504486,1.022884129,1.026740669,0.120372872,8.504570023
1627,111.6082317,111.6082317,0.975856397,1.019458332,1.029230009,0.120616014,8.459227608
1628,111.6768293,111.6768293,0.984999918,1.021687778,1.025418532,0.121125879,8.445082157
1629,111.7454268,111.7454268,0.979105959,1.019682984,1.027622097,0.122276091,8.351415765
1630,111.8140244,111.8140244,0.971871592,1.022957967,1.026098945,0.122781765,8.346555179
1631,111.882622,111.882622,0.974540156,1.017939818,1.02899441,0.12308857,8.283461932
1632,111.9512195,111.9512195,0.960495997,1.025286012,1.02309469,0.123159477,8.337365827
1633,112.0198171,112.0198171,0.972370205,1.024532247,1.022470741,0.123833181,8.282895903
1634,112.0884146,112.0884146,0.972192564,1.023506114,1.023989308,0.125003095,8.197463866
1635,112.1570122,112.1570122,0.975856727,1.023510703,1.026912612,0.126024011,8.131442378
1636,112.2256098,112.2256098,0.96596692,1.024672844,1.025260562,0.125991954,8.140830432
1637,112.2942073,112.2942073,0.969543196,1.023106279,1.025175253,0.125435091,8.164555488
1638,112.3628049,112.3628049,0.967193585,1.027796346,1.019018616,0.124988679,8.231907921
1639,112.4314024,112.4314024,0.975856397,1.020197675,1.027540711,0.12412534,8.229068102
1640,112.5,112.5,0.97230293,1.020753653,1.027900831,0.123314271,8.286584393
1641,112.5685976,112.5685976,0.971530278,1.020143317,1.027736794,0.122289226,8.351215878
1642,112.6371951,112.6371951,0.976169519,1.020136554,1.027716827,0.123296664,8.284249183
1643,112.7057927,112.7057927,0.972866179,1.024251021,1.024786369,0.123109382,8.332267123
1644,112.7743902,112.7743902,0.969270316,1.023566466,1.024882084,0.122881011,8.344165494
1645,112.8429878,112.8429878,0.973524604,1.025400471,1.022581095,0.122844095,8.364670361
1646,112.9115854,112.9115854,0.979954185,1.020806576,1.026676338,0.122725736,8.331835862
1647,112.9801829,112.9801829,0.973814007,1.017053389,1.027367521,0.122751028,8.29595725
1648,113.0487805,113.0487805,0.966272404,1.022059188,1.026315755,0.12357836,8.279514551
1649,113.117378,113.117378,0.96926764,1.022418577,1.025140392,0.124684718,8.206371177
1650,113.1859756,113.1859756,0.965491741,1.023083267,1.024245797,0.125204617,8.177195334
1651,113.2545732,113.2545732,0.972442316,1.023556717,1.023515667,0.125380072,8.167612414
1652,113.3231707,113.3231707,0.973759464,1.023773615,1.023424454,0.124412222,8.232683097
1653,113.3917683,113.3917683,0.966510757,1.022448334,1.024658939,0.124231133,8.234624655
1654,113.4603659,113.4603659,0.961792378,1.024946517,1.025261929,0.124280898,8.252430724
1655,113.5289634,113.5289634,0.970665422,1.02049047,1.024374521,0.123221731,8.290320358
1656,113.597561,113.597561,0.969669678,1.022158292,1.02749637,0.124044271,8.248992435
1657,113.6661585,113.6661585,0.967200537,1.018697648,1.027318412,0.124175361,8.212922319
1658,113.7347561,113.7347561,0.96863081,1.019993949,1.028580168,0.124487815,8.202697423
1659,113.8033537,113.8033537,0.959506437,1.027920603,1.019136165,0.124599002,8.259710827
1660,113.8719512,113.8719512,0.965313728,1.023435445,1.025998503,0.124310311,8.244703377
1661,113.9405488,113.9405488,0.971199347,1.024329352,1.021706001,0.124765762,8.219401829
1662,114.0091463,114.0091463,0.971392527,1.021202585,1.025261929,0.124679125,8.201593922
1663,114.0777439,114.0777439,0.96375077,1.017836769,1.025477763,0.124134241,8.213990211
1664,114.1463415,114.1463415,0.963153076,1.019209826,1.026678175,0.125065996,8.164623983
1665,114.214939,114.214939,0.967868944,1.020023027,1.025621703,0.124733966,8.190361108
1666,114.2835366,114.2835366,0.959520628,1.02365556,1.024163244,0.123207789,8.320591181
1667,114.3521341,114.3521341,0.970687285,1.019739015,1.025980829,0.121778585,8.390365085
1668,114.4207317,114.4207317,0.966799869,1.022634962,1.021014447,0.119487589,8.5767618
1669,114.4893293,114.4893293,0.977601341,1.023325006,1.020941093,0.118231951,8.673985512
1670,114.5579268,114.5579268,0.968874371,1.021137396,1.024778633,0.117964062,8.678340358
1671,114.6265244,114.6265244,0.981133743,1.020423172,1.024834761,0.117771436,8.693708489
1672,114.695122,114.695122,0.980808786,1.023433202,1.018763011,0.117555123,8.742876007
1673,114.7637195,114.7637195,0.980422765,1.019755444,1.02334232,0.117942076,8.682278456
1674,114.8323171,114.8323171,0.974009298,1.025281724,1.015496564,0.118300883,8.697060662
1675,114.9009146,114.9009146,0.98129443,1.022890405,1.019557029,0.119098452,8.620167125
1676,114.9695122,114.9695122,0.972235455,1.021014362,1.021996863,0.119697712,8.560998186
1677,115.0381098,115.0381098,0.969870784,1.018233759,1.023307024,0.120503143,8.474220468
1678,115.1067073,115.1067073,0.969860624,1.022615323,1.022299453,0.120924115,8.476581158
1679,115.1753049,115.1753049,0.968828098,1.019741709,1.024216079,0.120694612,8.464953876
1680,115.2439024,115.2439024,0.972859761,1.021353527,1.019791852,0.121458842,8.423643435
1681,115.3125,115.3125,0.976707275,1.021014544,1.020348083,0.122644947,8.341027629
1682,115.3810976,115.3810976,0.970934202,1.024270989,1.018578693,0.123162177,8.334123688
1683,115.4496951,115.4496951,0.969364632,1.022402098,1.020517928,0.123939313,8.268710559
1684,115.5182927,115.5182927,0.972463418,1.024627132,1.016053233,0.124722912,8.23297436
1685,115.5868902,115.5868902,0.96661756,1.021070386,1.020255805,0.125786947,8.129849349
1686,115.6554878,115.6554878,0.964274353,1.022117303,1.018548246,0.126539987,8.087701598
1687,115.7240854,115.7240854,0.953146695,1.023797008,1.017089326,0.127032974,8.067640428
1688,115.7926829,115.7926829,0.957617476,1.021653783,1.019321579,0.127960425,7.99123288
1689,115.8612805,115.8612805,0.947998936,1.024232342,1.019846891,0.126911807,8.078297823
1690,115.929878,115.929878,0.959699415,1.021775472,1.023000571,0.127175403,8.041255466
1691,115.9984756,115.9984756,0.952171658,1.022346674,1.022655616,0.126881326,8.064375116
1692,116.0670732,116.0670732,0.955752896,1.023247245,1.020596021,0.126067129,8.12304609
1693,116.1356707,116.1356707,0.961779989,1.021731366,1.020377855,0.126500445,8.082124918
1694,116.2042683,116.2042683,0.949221472,1.024222176,1.019573055,0.126219,8.120483914
1695,116.2728659,116.2728659,0.955954809,1.02204803,1.022658694,0.125186753,8.168211083
1696,116.3414634,116.3414634,0.965555357,1.0258893,1.018526614,0.125606635,8.171827716
1697,116.410061,116.410061,0.964393012,1.022156383,1.022610335,0.125483108,8.148711627
1698,116.4786585,116.4786585,0.959240528,1.019870771,1.0253964,0.126087255,8.09082775
1699,116.5472561,116.5472561,0.957752836,1.022723347,1.021482184,0.126137842,8.110184716
1700,116.6158537,116.6158537,0.944624212,1.021452346,1.023042191,0.126555042,8.075901239
1701,116.6844512,116.6844512,0.964119703,1.025886339,1.017177248,0.12609957,8.142138497
1702,116.7530488,116.7530488,0.95023317,1.024349582,1.020915683,0.124951594,8.206303473
1703,116.8216463,116.8216463,0.955344935,1.021415431,1.024958926,0.125295144,8.162074658
1704,116.8902439,116.8902439,0.96395875,1.020872096,1.023296939,0.125559378,8.143296826
1705,116.9588415,116.9588415,0.949951601,1.026503754,1.018305676,0.125468745,8.19407793
1706,117.027439,117.027439,0.956902676,1.023556838,1.019760742,0.125813819,8.148807541
1707,117.0960366,117.0960366,0.960963768,1.023365597,1.020222844,0.126264015,8.121293683
1708,117.1646341,117.1646341,0.958459003,1.024340951,1.020085034,0.126006367,8.14840556
1709,117.2332317,117.2332317,0.969132831,1.025873404,1.020800135,0.126183843,8.149487442
1710,117.3018293,117.3018293,0.950702819,1.024929436,1.018037903,0.124853577,8.228827384
1711,117.3704268,117.3704268,0.949221975,1.022056084,1.022248679,0.124774167,8.212054814
1712,117.4390244,117.4390244,0.944380592,1.023545697,1.020762064,0.125210651,8.196205777
1713,117.507622,117.507622,0.950823023,1.023602773,1.019665349,0.125269429,8.189880486
1714,117.5762195,117.5762195,0.952672458,1.021781975,1.022592833,0.125760926,8.137459217
1715,117.6448171,117.6448171,0.950700969,1.02503826,1.014632351,0.125876072,8.149532656
1716,117.7134146,117.7134146,0.951422444,1.025237789,1.019038946,0.125807601,8.153247249
1717,117.7820122,117.7820122,0.948123757,1.022123494,1.022613465,0.125634134,8.139217331
1718,117.8506098,117.8506098,0.955888079,1.023903445,1.020535368,0.125893008,8.136510388
1719,117.9192073,117.9192073,0.956379241,1.02293426,1.021205468,0.1257436,8.138218534
1720,117.9878049,117.9878049,0.939713235,1.023779488,1.022995588,0.12525717,8.177437851
1721,118.0564024,118.0564024,0.957633415,1.020092749,1.024739106,0.125942305,8.105003942
1722,118.125,118.125,0.945086112,1.023967058,1.022266447,0.123602853,8.291635921
1723,118.1935976,118.1935976,0.953780424,1.019971047,1.021307467,0.12346331,8.271062566
1724,118.2621951,118.2621951,0.951535972,1.022991492,1.023079322,0.12202972,8.39471314
1725,118.3307927,118.3307927,0.957881033,1.018300324,1.028697509,0.121744669,8.374583775
1726,118.3993902,118.3993902,0.947434987,1.02583126,1.02038649,0.121119751,8.476750558
1727,118.4679878,118.4679878,0.952719574,1.025366759,1.021972613,0.121656539,8.434390953
1728,118.5365854,118.5365854,0.954147012,1.027573712,1.019495665,0.120864361,8.508261973
1729,118.6051829,118.6051829,0.942503313,1.026426637,1.024670026,0.120599917,8.517991374
1730,118.6737805,118.6737805,0.946587505,1.026367146,1.023969148,0.121091281,8.481862791
1731,118.742378,118.742378,0.943357715,1.023314183,1.024372037,0.121143707,8.45133996
1732,118.8109756,118.8109756,0.949383888,1.019363247,1.029145241,0.121177883,8.417200196
1733,118.8795732,118.8795732,0.946294816,1.024345204,1.021262528,0.120782107,8.487440032
1734,118.9481707,118.9481707,0.948571497,1.025900777,1.023382345,0.121526402,8.448770092
1735,119.0167683,119.0167683,0.95350267,1.021873203,1.028032375,0.121361061,8.426450876
1736,119.0853659,119.0853659,0.955218545,1.024243557,1.025777426,0.121756281,8.419561494
1737,119.1539634,119.1539634,0.938865535,1.024113653,1.025909002,0.120505335,8.504808334
1738,119.222561,119.222561,0.950863154,1.024105375,1.027453896,0.120351958,8.514606983
1739,119.2911585,119.2911585,0.947874359,1.026169233,1.022181103,0.119625084,8.583391405
1740,119.3597561,119.3597561,0.9499343,1.028967567,1.017482082,0.119614955,8.606611313
1741,119.4283537,119.4283537,0.949648672,1.024369527,1.025577859,0.12036115,8.514374164
1742,119.4969512,119.4969512,0.952945408,1.024563109,1.024286488,0.121032225,8.47033596
1743,119.5655488,119.5655488,0.953018022,1.024174892,1.023963927,0.121156535,8.461196215
1744,119.6341463,119.6341463,0.956376118,1.024077368,1.02707808,0.120654681,8.497668705
1745,119.7027439,119.7027439,0.949206536,1.022507985,1.028678308,0.119391127,8.573372333
1746,119.7713415,119.7713415,0.947262282,1.023366587,1.02608885,0.118718425,8.630778343
1747,119.839939,119.839939,0.940515636,1.022118829,1.025447361,0.117749752,8.691372379
1748,119.9085366,119.9085366,0.963626832,1.029005947,1.022275162,0.116964815,8.809584448
1749,119.9771341,119.9771341,0.953339716,1.025071392,1.025621647,0.116310397,8.827206104
1750,120.0457317,120.0457317,0.947246878,1.023146231,1.029696157,0.115057878,8.907550381
1751,120.1143293,120.1143293,0.954021995,1.027063938,1.02726289,0.113502922,9.069199947
1752,120.1829268,120.1829268,0.952507436,1.022065272,1.0293739,0.113494037,9.025832822
1753,120.2515244,120.2515244,0.948678855,1.024893268,1.022467082,0.112077494,9.162351654
1754,120.320122,120.320122,0.952233954,1.020695572,1.024383307,0.113423927,9.01182973
1755,120.3887195,120.3887195,0.949559863,1.028907179,1.023173791,0.11475423,8.977807045
1756,120.4573171,120.4573171,0.958992533,1.02740428,1.022789782,0.115478129,8.906895191
1757,120.5259146,120.5259146,0.952388582,1.027143375,1.023278683,0.115125661,8.929742782
1758,120.5945122,120.5945122,0.959664195,1.026086499,1.024762845,0.114493423,8.969903269
1759,120.6631098,120.6631098,0.952818362,1.022885554,1.025153933,0.114945354,8.911409224
1760,120.7317073,120.7317073,0.951365246,1.02446725,1.023604152,0.114336998,8.980539599
1761,120.8003049,120.8003049,0.959117967,1.022862313,1.022662744,0.114534471,8.959499836
1762,120.8689024,120.8689024,0.961742608,1.025058496,1.024208538,0.114201458,9.006747338
1763,120.9375,120.9375,0.963264143,1.026446436,1.02160373,0.115081226,8.946159578
1764,121.0060976,121.0060976,0.951322263,1.025632854,1.0207123,0.116068898,8.85767203
1765,121.0746951,121.0746951,0.954308425,1.022598244,1.025145372,0.116926326,8.764798295
1766,121.1432927,121.1432927,0.953970473,1.023398292,1.023541468,0.118641505,8.646592017
1767,121.2118902,121.2118902,0.953034241,1.024898368,1.024383307,0.118855094,8.639628718
1768,121.2804878,121.2804878,0.955812714,1.023085899,1.028042995,0.119444105,8.576805422
1769,121.3490854,121.3490854,0.957974085,1.026703241,1.022784856,0.119961871,8.564240294
1770,121.4176829,121.4176829,0.954434708,1.020812488,1.028662322,0.119398524,8.554328941
1771,121.4862805,121.4862805,0.957298731,1.022218411,1.025842555,0.119990182,8.527917631
1772,121.554878,121.554878,0.962571556,1.02429336,1.024801491,0.119566366,8.578976608
1773,121.6234756,121.6234756,0.952947238,1.026062113,1.022681084,0.119171684,8.625095783
1774,121.6920732,121.6920732,0.947515006,1.020779731,1.027233922,0.119247832,8.577750006
1775,121.7606707,121.7606707,0.962022361,1.023347034,1.025023,0.119298637,8.600589721
1776,121.8292683,121.8292683,0.960913029,1.024652213,1.022097954,0.119846034,8.571445711
1777,121.8978659,121.8978659,0.955541798,1.027859262,1.018923243,0.11944063,8.628894967
1778,121.9664634,121.9664634,0.961692386,1.02340296,1.025317211,0.119734181,8.575507133
1779,122.035061,122.035061,0.962121648,1.019218963,1.026645134,0.119771325,8.539370137
1780,122.1036585,122.1036585,0.969069971,1.025215464,1.021701184,0.120208295,8.552216845
1781,122.1722561,122.1722561,0.955992676,1.022419195,1.025718533,0.120637636,8.489357856
1782,122.2408537,122.2408537,0.962205959,1.023121935,1.023312873,0.121870034,8.402953502
1783,122.3094512,122.3094512,0.966902074,1.021851743,1.02573814,0.122887709,8.320624298
1784,122.3780488,122.3780488,0.962376894,1.024086239,1.022949746,0.122941031,8.33425578
1785,122.4466463,122.4466463,0.961662511,1.029275354,1.017824438,0.122954776,8.37573406
1786,122.5152439,122.5152439,0.967722184,1.02526667,1.022642165,0.122199607,8.396146051
1787,122.5838415,122.5838415,0.96043092,1.026724865,1.019699768,0.121899607,8.429077318
1788,122.652439,122.652439,0.954196771,1.02449008,1.020365423,0.121661722,8.429188236
1789,122.7210366,122.7210366,0.955047933,1.026386049,1.01921845,0.122256694,8.404272279
1790,122.7896341,122.7896341,0.96320897,1.025628122,1.020931521,0.122622654,8.370353183
1791,122.8582317,122.8582317,0.949224321,1.025068571,1.02089217,0.12313886,8.329013486
1792,122.9268293,122.9268293,0.950907748,1.022017095,1.025393486,0.12319801,8.299074211
1793,122.9954268,122.9954268,0.955226237,1.026756891,1.021058243,0.123178329,8.338204245
1794,123.0640244,123.0640244,0.957199477,1.025133153,1.023111861,0.12284484,8.347406764
1795,123.132622,123.132622,0.959861172,1.025271342,1.024371359,0.123101436,8.331565895
1796,123.2012195,123.2012195,0.957120417,1.02538931,1.021094394,0.12335371,8.315874907
1797,123.2698171,123.2698171,0.959312691,1.023528463,1.025216012,0.122682516,8.346398223
1798,123.3384146,123.3384146,0.959907523,1.023136658,1.023886829,0.122470012,8.35642487
1799,123.4070122,123.4070122,0.951930589,1.023701457,1.027300773,0.122401981,8.365408997
1800,123.4756098,123.4756098,0.971081418,1.021366161,1.025641931,0.122442515,8.343230963
1801,123.5442073,123.5442073,0.957565475,1.02467407,1.023341966,0.122106808,8.39423658
1802,123.6128049,123.6128049,0.958694124,1.025974448,1.022020179,0.121707704,8.432487011
1803,123.6814024,123.6814024,0.961259569,1.026098472,1.023594445,0.12128537,8.463821934
1804,123.75,123.75,0.96168883,1.027444197,1.021356136,0.121241433,8.476993407
1805,123.8185976,123.8185976,0.951586121,1.026509482,1.021264976,0.120789997,8.500536411
1806,123.8871951,123.8871951,0.958371106,1.02516281,1.022380115,0.120469805,8.512611435
1807,123.9557927,123.9557927,0.958682041,1.026040786,1.022230275,0.120878572,8.494315209
1808,124.0243902,124.0243902,0.957959678,1.026644183,1.020321399,0.121129267,8.483851579
1809,124.0929878,124.0929878,0.957371031,1.023591787,1.023213394,0.120587529,8.499084911
1810,124.1615854,124.1615854,0.960961191,1.022475412,1.025797113,0.120605582,8.488419548
1811,124.2301829,124.2301829,0.9627297,1.02041925,1.030058137,0.120945213,8.445477801
1812,124.2987805,124.2987805,0.955841659,1.025451377,1.024733247,0.121260322,8.462535335
1813,124.367378,124.367378,0.959068121,1.022454594,1.027853481,0.121492079,8.420744942
1814,124.4359756,124.4359756,0.96848279,1.022007967,1.027314002,0.121341487,8.427389591
1815,124.5045732,124.5045732,0.965479076,1.02529338,1.021515978,0.121509037,8.442906072
1816,124.5731707,124.5731707,0.953350748,1.023145013,1.022499793,0.121296683,8.439536095
1817,124.6417683,124.6417683,0.957255764,1.025849343,1.020330969,0.120654217,8.507520937
1818,124.7103659,124.7103659,0.958501964,1.024092109,1.024393388,0.120994774,8.470704386
1819,124.7789634,124.7789634,0.958682041,1.023800533,1.023872532,0.120914837,8.475877831
1820,124.847561,124.847561,0.967893608,1.026320181,1.020431048,0.121670698,8.443649623
1821,124.9161585,124.9161585,0.956963327,1.026218377,1.021619864,0.121661173,8.439294677
1822,124.9847561,124.9847561,0.963067223,1.025333867,1.021151581,0.122130768,8.39921919
1823,125.0533537,125.0533537,0.966431378,1.022131347,1.023941489,0.12276392,8.329611232
1824,125.1219512,125.1219512,0.971489266,1.024400281,1.022617861,0.1228185,8.344562469
1825,125.1905488,125.1905488,0.954555513,1.025021603,1.020046662,0.122893798,8.34473813
1826,125.2591463,125.2591463,0.96141122,1.023156809,1.023890775,0.123402315,8.29589883
1827,125.3277439,125.3277439,0.960837677,1.027480963,1.019411238,0.122994704,8.358590541
1828,125.3963415,125.3963415,0.96939531,1.027538994,1.0177806,0.124005951,8.289950379
1829,125.464939,125.464939,0.964860607,1.027437101,1.019081499,0.12375464,8.305195516
1830,125.5335366,125.5335366,0.959341449,1.020420938,1.027483061,0.123314213,8.278206364
1831,125.6021341,125.6021341,0.958736393,1.021639426,1.02456883,0.123444845,8.280546611
1832,125.6707317,125.6707317,0.958137318,1.024749924,1.022164732,0.122812743,8.349450357
1833,125.7393293,125.7393293,0.962492166,1.026447846,1.02159502,0.123145631,8.342308414
1834,125.8079268,125.8079268,0.958419309,1.022442684,1.024871399,0.122993843,8.32080162
1835,125.8765244,125.8765244,0.959362672,1.022192661,1.029745148,0.123594598,8.280287766
1836,125.945122,125.945122,0.958131537,1.023158905,1.026553828,0.124597437,8.224712856
1837,126.0137195,126.0137195,0.958925195,1.02579247,1.026851906,0.124485264,8.256138755
1838,126.0823171,126.0823171,0.95244388,1.027180768,1.02200583,0.124412456,8.276558161
1839,126.1509146,126.1509146,0.952696663,1.026281144,1.021458467,0.124299399,8.275240391
1840,126.2195122,126.2195122,0.958925195,1.024732945,1.026420623,0.123452038,8.314531549
1841,126.2881098,126.2881098,0.956693439,1.024799129,1.027677633,0.122983002,8.344861308
1842,126.3567073,126.3567073,0.962961066,1.028052027,1.019836384,0.121260663,8.490149152
1843,126.4253049,126.4253049,0.95720306,1.025903186,1.02289809,0.12014713,8.547312421
1844,126.4939024,126.4939024,0.959517709,1.026685313,1.022776152,0.119555786,8.595945235
1845,126.5625,126.5625,0.948182965,1.025922028,1.025291627,0.119493536,8.591163927
1846,126.6310976,126.6310976,0.96064951,1.026388545,1.024322916,0.119904416,8.564694805
1847,126.6996951,126.6996951,0.957272182,1.027443275,1.023216736,0.119861709,8.576946366
1848,126.7682927,126.7682927,0.950355158,1.022729613,1.029558359,0.118954857,8.602436635
1849,126.8368902,126.8368902,0.95739161,1.024932275,1.026601812,0.119188276,8.603120635
1850,126.9054878,126.9054878,0.97176174,1.022781125,1.022767296,0.119812632,8.539537245
