filename,position_mm,Section_depth_cm,Strat_depth_cm,sample_surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Mn,Fe,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Gd,Tb,Dy,Ho,Er,Tm,Lu,Hf,Ac,Th,U,S1,D1,D2,D3,D4,D6,S2,Cra_+_Cra,Cra_+_Fea,Fex1,Fex2,Fex3,W_La_el,W_Lb1_el,W_Lb2_el,W_La_inel,W_Lb1_inel,W_Lb2_inel,Cr_inc,Cr_coh,inc&coh,inc_coh,coh_inc
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000116.spe,544,23.2,23.2,7.73,1,0.018551,-0.012284,0.010332,0.119708,7471,1.57,0,7,365,0,0,0,498,1434,11059,117,4837,0,247,12561,82,0,68,51,0,0,0,61,30,653,48,98,90,0,0,35,200,237,311,143,0,59,29,14,0,265,29,82,44,0,21,572,70,83,0,0,633,313,0,0,196,123,509,81,59,34,0,0,14,2211,7174,9385,0.235588705,3.244685663
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000117.spe,546,23.4,23.4,7.7,1,0.018553,-0.012284,0.010348,0.119708,7812,1.83,0,6,361,0,0,0,521,1402,11079,166,4834,148,0,13417,114,0,66,164,23,0,15,0,26,647,90,159,161,0,0,142,163,100,252,295,78,215,49,61,47,381,146,155,35,20,23,1202,125,31,0,0,829,674,0,46,295,209,465,175,51,14,0,0,37,3022,8193,11215,0.269460544,2.711118465
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000118.spe,548,23.6,23.6,7.67,1,0.018546,-0.012284,0.010348,0.119708,8337,1.6,0,13,388,0,19,0,428,1634,12263,175,4823,140,132,14556,75,0,143,219,0,0,0,0,30,751,55,246,127,0,155,179,23,151,315,256,112,0,170,121,0,266,16,122,0,0,0,824,76,101,0,0,400,346,0,0,128,52,657,155,61,98,25,0,31,3645,8381,12026,0.303093298,2.299314129
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000119.spe,550,23.8,23.8,7.66,1,0.018543,-0.012284,0.010383,0.119708,8396,1.36,10,18,448,0,0,0,388,1666,13504,73,4895,330,148,15793,55,0,53,47,0,0,27,0,71,666,66,129,85,0,60,127,0,0,384,166,0,150,72,82,23,191,52,88,15,68,19,779,61,40,0,0,0,516,0,29,248,78,476,124,94,92,26,0,53,3258,7638,10896,0.299008811,2.344383057
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000120.spe,552,24,24,7.65,1,0.018541,-0.012284,0.010411,0.119708,8102,1.72,21,20,463,0,0,0,424,1559,13156,130,4553,164,0,14625,0,15,60,45,10,0,0,0,0,669,74,241,91,0,324,159,0,66,383,143,0,172,37,92,0,200,19,86,0,0,44,802,106,85,0,0,194,793,0,0,190,125,390,126,44,11,18,0,0,3141,7192,10333,0.303977548,2.289716651
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000121.spe,554,24.2,24.2,7.63,1,0.018546,-0.012284,0.010411,0.119708,6714,1.48,0,16,338,0,0,0,459,1192,10033,111,3907,239,5,11760,8,10,51,0,46,0,0,0,43,510,41,127,100,0,99,120,0,0,230,174,0,0,50,86,0,160,12,31,5,0,22,630,40,40,33,32,154,478,29,0,92,19,530,105,67,0,30,99,12,2461,6429,8890,0.276827897,2.612352702
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000122.spe,556,24.4,24.4,7.61,1,0.018546,-0.012284,0.010314,0.119708,7727,1.47,0,12,395,0,0,0,367,1509,11881,106,4666,140,0,13560,0,0,16,0,67,7,43,0,6,654,92,153,59,0,164,72,17,140,176,101,0,0,0,90,53,243,78,31,0,57,53,1016,119,0,23,25,284,633,17,32,167,28,428,107,70,0,6,64,48,3246,7128,10374,0.312897629,2.195933457
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000123.spe,558,24.6,24.6,7.63,1,0.018545,-0.012284,0.010293,0.119708,8583,1.52,0,0,541,0,0,0,348,1644,13370,92,5216,0,0,15505,0,0,55,55,0,0,0,0,76,692,55,103,90,0,44,73,137,226,333,106,0,230,0,131,33,234,61,45,32,34,5,834,71,4,0,0,128,659,0,0,219,77,362,84,94,45,7,10,0,2838,8130,10968,0.258752735,2.864693446
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000124.spe,560,24.8,24.8,7.63,1,0.018545,-0.012284,0.010299,0.119708,8651,1.52,0,18,526,0,0,0,367,1621,13292,108,5161,134,0,15736,22,22,65,17,52,0,21,58,27,661,39,149,103,0,330,115,0,32,223,167,0,149,30,65,0,168,14,93,19,18,21,896,102,97,23,14,163,751,0,0,262,166,482,149,53,0,25,44,39,3823,7987,11810,0.323708721,2.089196966
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000125.spe,562,25,25,7.61,1,0.018547,-0.012284,0.01037,0.119708,7964,1.55,0,14,430,0,0,0,326,1535,11648,83,4749,260,241,14337,0,11,100,0,0,9,0,0,16,652,39,138,136,0,238,170,0,0,276,192,28,0,38,106,0,212,40,73,0,23,40,751,110,77,19,6,0,320,0,18,115,119,481,110,88,36,29,138,0,3606,7917,11523,0.312939339,2.195507488
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000126.spe,564,25.2,25.2,7.62,1,0.018549,-0.012284,0.01042,0.119708,8767,1.48,0,6,465,0,0,0,313,1623,13461,197,5360,152,183,15244,147,0,24,76,0,36,0,0,37,678,68,139,110,0,51,128,36,159,424,136,30,51,0,0,0,326,126,132,10,13,76,827,85,7,0,0,311,500,12,6,381,182,438,82,104,106,0,16,19,3306,8887,12193,0.271139178,2.688142771
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000127.spe,566,25.4,25.4,7.65,1,0.018544,-0.012284,0.01055,0.119708,8946,1.32,7,21,412,0,0,8,433,1743,14159,115,4984,242,314,16117,0,0,109,93,26,6,0,0,57,751,66,145,104,0,274,95,0,99,451,103,0,136,0,209,0,207,28,97,32,10,5,715,160,78,0,31,171,512,49,36,71,93,490,139,52,34,39,0,86,3577,8314,11891,0.300815743,2.324294101
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000128.spe,568,25.6,25.6,7.66,1,0.018547,-0.012284,0.010561,0.119708,7586,1.86,0,0,306,0,0,0,409,1231,11085,56,4105,126,0,13207,0,0,89,99,0,0,0,0,0,601,89,120,123,0,94,119,20,35,201,193,83,17,0,169,4,297,0,80,11,33,22,1076,118,78,0,0,430,474,0,0,46,37,460,71,46,24,0,0,4,3510,7636,11146,0.314911179,2.175498575
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000129.spe,570,25.8,25.8,7.65,1,0.018545,-0.012284,0.010562,0.119708,8490,1.74,0,7,413,0,0,0,411,1520,13590,111,4783,115,0,14965,32,0,74,72,0,0,0,51,25,694,57,210,90,0,193,170,0,86,336,174,0,150,38,128,0,261,49,133,0,23,57,919,123,70,0,0,400,892,0,0,267,126,477,102,84,61,21,0,53,3460,7707,11167,0.309841497,2.227456647
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000130.spe,572,26,26,7.62,1,0.018541,-0.012284,0.010631,0.119708,7876,1.52,12,0,420,0,0,0,431,1403,12649,33,4393,165,199,14618,0,0,38,0,0,0,0,0,84,584,27,124,127,0,108,90,0,83,343,189,0,0,26,122,110,229,93,25,0,0,11,632,136,0,26,27,0,395,0,57,206,75,477,133,90,71,18,96,16,2993,7753,10746,0.278522241,2.590377548
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000131.spe,574,26.2,26.2,7.63,1,0.018539,-0.012284,0.010598,0.119708,7545,1.39,0,0,387,0,0,0,419,1249,12134,135,4100,127,0,13400,11,63,100,0,0,0,0,44,0,622,54,89,67,0,191,131,0,0,251,153,20,152,172,90,24,63,6,50,13,29,27,885,32,37,0,0,0,489,0,0,164,42,422,88,81,93,59,32,0,3402,7066,10468,0.324990447,2.077013521
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000132.spe,576,26.4,26.4,7.61,1,0.018537,-0.012284,0.010618,0.119708,7580,1.9,0,0,425,0,0,0,357,1333,12890,94,4215,174,181,13594,21,21,30,94,0,0,0,6,8,612,97,70,122,0,348,82,0,0,291,96,0,126,74,75,47,100,8,0,41,43,13,700,35,30,0,0,0,479,0,0,180,83,335,109,36,71,7,0,51,3384,6870,10254,0.330017554,2.030141844
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000133.spe,578,26.6,26.6,7.62,1,0.018535,-0.012284,0.01064,0.119708,6817,2.72,0,15,332,0,0,0,346,1238,10993,52,3193,247,165,11901,0,44,60,78,0,0,0,0,15,489,0,117,86,0,727,144,0,0,334,60,0,476,0,103,66,55,17,16,8,0,25,749,65,43,17,0,0,579,0,0,184,84,125,99,81,76,54,0,41,4140,5854,9994,0.414248549,1.414009662
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000134.spe,580,26.8,26.8,7.64,1,0.018545,-0.012284,0.010698,0.119708,8398,1.54,0,10,364,0,0,0,339,1385,13474,125,4681,78,129,14939,108,14,59,46,62,0,0,0,30,699,81,143,92,0,205,135,0,95,462,188,8,11,59,50,0,221,71,136,0,24,43,728,79,46,0,0,56,675,0,0,264,129,519,147,40,0,0,29,14,3150,8667,11817,0.266565118,2.751428571
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000135.spe,582,27,27,7.69,1,0.018548,-0.012284,0.010759,0.119708,8336,1.39,0,0,411,0,0,0,461,1395,13407,56,4812,155,421,14333,99,0,114,111,51,7,0,0,41,773,72,176,129,0,29,128,41,128,551,181,63,125,0,82,0,338,101,177,0,15,34,647,177,123,0,0,412,159,0,0,238,184,557,167,46,10,57,0,65,2631,8542,11173,0.235478385,3.246674268
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000136.spe,584,27.2,27.2,7.69,1,0.018549,-0.012284,0.010779,0.119708,8081,1.47,0,17,371,0,10,5,467,1392,13147,112,4793,0,360,13506,130,0,101,199,0,11,18,0,82,669,43,128,85,0,0,28,286,234,602,87,71,266,0,38,4,350,164,173,0,28,0,604,115,42,0,0,650,278,8,40,194,180,345,193,116,184,21,0,43,1972,8062,10034,0.196531792,4.088235294
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000137.spe,586,27.4,27.4,7.67,1,0.018549,-0.012284,0.010799,0.119708,7764,1.61,0,4,366,0,0,0,422,1279,12337,119,4509,163,787,13471,0,0,64,76,41,0,0,0,20,658,12,98,94,0,0,103,78,39,617,136,14,0,0,153,0,293,66,99,0,0,0,217,171,57,0,0,379,90,0,0,132,70,527,167,54,13,19,29,30,2178,7961,10139,0.214814084,3.655188246
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000138.spe,588,27.6,27.6,7.65,1,0.018541,-0.012284,0.010799,0.119708,8020,1.35,0,12,483,0,0,0,397,1536,14081,117,4750,0,29,13951,0,33,63,75,0,11,22,0,85,615,29,112,106,0,0,112,138,155,336,123,0,0,27,63,0,107,15,49,15,19,48,639,110,38,5,21,0,608,17,0,187,89,456,105,61,85,47,0,53,2490,7582,10072,0.247220016,3.04497992
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000139.spe,590,27.8,27.8,7.63,1,0.018543,-0.012284,0.010818,0.119708,8262,1.63,0,0,464,0,0,0,413,1738,13520,148,4789,54,74,13941,26,0,5,89,34,22,0,61,85,633,32,170,160,0,77,57,38,200,444,64,0,152,0,37,0,259,128,102,18,9,57,619,98,0,0,0,314,737,0,0,182,138,446,115,49,39,0,0,74,3057,7653,10710,0.285434174,2.50343474
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000140.spe,592,28,28,7.61,1,0.018544,-0.012284,0.010831,0.119708,7231,1.77,0,0,379,0,0,0,346,1213,11839,128,4008,43,347,12929,0,0,93,0,53,30,0,17,39,692,47,143,161,0,55,43,91,150,392,0,0,0,0,168,0,164,0,7,21,16,0,508,122,43,13,0,100,221,0,0,86,0,495,80,17,0,0,77,6,2171,6788,8959,0.242326152,3.126669737
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000141.spe,594,28.2,28.2,7.55,1,0.018545,-0.012284,0.010831,0.119708,8167,1.7,0,11,506,0,0,0,263,1572,14402,153,4580,123,883,14738,46,16,115,136,0,0,7,0,42,585,79,127,100,0,316,139,0,100,587,8,13,60,71,57,12,114,31,77,35,45,46,304,57,41,0,0,0,94,8,55,208,72,341,111,61,46,44,0,85,2836,7629,10465,0.270998567,2.690056417
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000142.spe,596,28.4,28.4,7.58,1,0.018544,-0.012284,0.010831,0.119708,6766,1.82,0,12,318,0,0,0,251,1276,11266,113,3838,152,551,11765,88,0,41,59,0,9,13,0,9,539,10,130,59,0,118,140,0,41,419,29,0,26,0,0,0,180,4,94,0,0,7,181,9,80,0,42,0,183,0,86,206,93,437,94,64,6,0,0,24,2159,6654,8813,0.244979008,3.081982399
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000143.spe,598,28.6,28.6,7.59,1,0.018538,-0.012284,0.010865,0.119708,8376,1.4,4,13,497,0,0,0,239,1564,14101,158,4633,162,550,14278,33,19,51,0,0,0,0,0,8,663,71,118,183,0,155,102,26,71,443,116,56,46,0,34,0,159,62,108,0,24,0,715,128,64,0,0,0,114,39,18,238,53,586,137,112,75,55,54,38,3444,8570,12014,0.286665557,2.488385598
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000144.spe,600,28.8,28.8,7.65,1,0.018541,-0.012284,0.010901,0.119708,8439,1.59,0,0,404,0,0,0,338,1401,13629,30,4505,311,225,15178,95,0,92,163,68,10,0,0,15,682,49,127,122,0,190,162,0,0,365,285,111,0,0,99,64,325,154,165,27,32,40,922,182,22,0,7,0,423,0,44,260,114,487,205,139,13,61,0,38,4253,8315,12568,0.338399109,1.955090524
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000145.spe,602,29,29,7.7,1,0.018539,-0.012284,0.010913,0.119708,8475,2,0,0,331,0,0,0,386,1380,13581,66,4622,175,46,15478,0,0,15,90,11,0,9,0,9,676,55,52,170,0,271,135,0,0,302,152,0,73,0,62,0,249,74,94,25,18,0,869,107,0,0,0,0,577,5,4,256,79,472,108,18,64,0,0,42,4145,7970,12115,0.342137846,1.922798552
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000146.spe,604,29.2,29.2,7.69,1,0.018538,-0.012284,0.010913,0.119708,8773,1.75,0,23,484,0,0,0,411,1636,15128,89,4804,244,0,15896,87,4,66,97,0,0,0,5,31,590,7,151,144,0,279,45,0,0,364,151,0,258,73,23,0,188,44,143,0,11,0,1039,47,85,0,0,0,648,10,0,346,162,496,100,21,87,50,0,55,3905,8184,12089,0.323020928,2.095774648
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000147.spe,606,29.4,29.4,7.68,1,0.018544,-0.012284,0.010946,0.119708,7864,1.36,0,0,347,0,0,0,469,1346,13017,111,4283,90,358,13757,0,19,86,67,28,29,18,0,82,653,68,169,161,0,0,51,133,160,497,0,23,106,0,162,116,180,92,46,17,81,50,568,144,0,18,8,190,346,0,38,93,58,333,147,106,47,34,16,56,2852,7708,10560,0.270075758,2.702664797
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000148.spe,608,29.6,29.6,7.65,1,0.018539,-0.012284,0.010946,0.119708,7190,1.56,0,8,253,0,0,0,437,1108,10559,139,3585,293,391,12835,0,0,38,34,0,0,0,43,51,670,40,120,140,0,175,57,0,0,596,0,0,209,0,86,0,237,52,72,38,22,0,576,108,31,0,0,33,137,0,0,184,43,376,102,68,86,0,0,20,2741,7181,9922,0.276254787,2.619846771
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000149.spe,610,29.8,29.8,7.61,1,0.018539,-0.012284,0.010989,0.119708,7877,1.54,6,7,293,0,0,0,381,1241,12335,144,3776,190,767,14258,0,5,32,0,0,0,0,0,31,551,27,165,69,0,396,84,0,38,524,144,39,40,0,109,29,256,84,78,0,15,0,494,176,25,0,14,0,0,19,18,194,13,514,147,119,51,17,73,5,3636,8435,12071,0.301217795,2.319856986
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000150.spe,612,30,30,7.58,1,0.018543,-0.012284,0.011069,0.119708,7844,1.46,0,0,318,0,0,0,413,1335,12483,59,4230,153,574,14658,58,0,44,107,11,0,0,0,19,693,41,75,108,0,203,97,0,54,364,93,25,0,44,7,53,131,46,52,55,65,16,494,67,0,0,0,0,13,0,0,197,86,451,86,70,15,0,0,44,2922,7459,10381,0.281475773,2.552703628
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000151.spe,614,30.2,30.2,7.58,1,0.018541,-0.012284,0.011087,0.119708,7732,1.85,12,19,366,0,0,0,418,1297,12970,7,4058,101,0,14926,18,15,83,163,80,0,0,0,88,633,73,137,76,0,338,61,0,129,443,67,0,71,20,138,53,169,50,77,27,0,20,784,109,34,0,39,0,607,22,51,189,96,449,129,11,0,38,0,73,3443,6967,10410,0.330739673,2.023525995
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000152.spe,616,30.4,30.4,7.58,1,0.018549,-0.012284,0.011158,0.119708,8918,1.44,0,36,505,0,0,0,462,1613,15421,126,4741,150,447,15874,91,31,118,73,0,32,0,17,71,883,81,207,124,0,130,200,0,43,456,224,96,0,176,72,19,193,57,121,0,45,0,535,121,62,0,36,0,21,0,0,209,91,675,150,87,47,37,0,77,2711,9099,11810,0.229551228,3.356326079
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000153.spe,618,30.6,30.6,7.53,1,0.018545,-0.012284,0.011158,0.119708,8071,1.45,0,0,442,0,11,0,515,1425,14195,210,4247,210,0,14182,0,0,70,0,21,5,0,0,106,672,97,161,132,0,156,110,24,31,289,195,22,0,0,109,0,254,47,102,24,20,15,808,144,60,0,21,267,521,0,29,126,28,678,136,90,8,0,62,0,2745,7150,9895,0.277412835,2.604735883
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000154.spe,620,30.8,30.8,7.5,1,0.018547,-0.012284,0.011164,0.119708,7758,1.72,0,25,366,0,0,0,498,1228,12925,116,4114,155,776,14213,149,13,74,88,38,0,0,0,7,702,100,194,104,0,98,100,0,18,391,171,99,0,34,0,0,219,111,140,0,0,0,453,117,34,0,0,0,0,0,6,283,120,625,153,53,63,22,0,43,2320,7082,9402,0.246756009,3.052586207
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000155.spe,622,31,31,7.46,1,0.018543,-0.012284,0.011164,0.119708,6306,1.81,0,10,213,0,0,0,551,954,8962,55,3194,23,104,11026,0,7,55,0,25,35,0,0,98,645,14,182,127,0,77,40,56,100,343,0,0,0,0,99,0,146,0,17,0,0,12,422,57,22,33,33,0,76,0,43,50,0,446,79,0,0,0,26,25,1774,5649,7423,0.238986933,3.1843292
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000156.spe,624,31.2,31.2,7.41,1,0.018536,-0.012284,0.011091,0.119708,4748,1.32,0,0,106,0,0,0,584,575,5034,14,1978,171,0,8066,0,48,57,0,0,0,0,16,0,640,56,181,144,0,101,26,0,0,199,66,0,0,0,76,27,95,25,20,0,40,44,496,107,18,9,0,0,215,0,0,105,27,334,79,45,36,9,50,19,2026,4005,6031,0.335931023,1.976801579
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000157.spe,626,31.4,31.4,7.27,0,0.01854,-0.012284,0.011091,0.119708,5855,1.32,6,0,205,0,0,0,570,893,8169,31,2791,38,581,10402,71,75,73,19,0,40,0,21,51,675,57,151,205,0,151,0,0,64,337,15,18,56,155,12,9,0,0,42,23,29,43,271,0,23,0,31,0,0,0,0,110,62,269,90,69,17,31,24,30,1925,4840,6765,0.284552846,2.514285714
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000158.spe,628,31.6,31.6,7.13,0,0.01854,-0.012284,0.011123,0.119708,5397,1.33,0,0,255,0,0,0,548,808,6931,71,2613,96,356,9116,14,14,76,110,72,14,30,39,63,631,33,190,150,0,108,62,0,58,328,18,0,77,0,47,9,141,54,48,54,0,17,219,77,0,0,33,0,86,13,0,142,58,212,95,58,0,16,0,80,1910,4452,6362,0.300220057,2.330890052
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000159.spe,630,31.8,31.8,7.03,1,0.018535,-0.012284,0.011127,0.119708,5712,2.37,0,0,256,0,0,68,483,828,7530,12,2292,67,180,9945,0,0,65,8,0,10,6,0,23,622,31,179,226,0,373,33,0,29,396,0,0,174,0,14,0,70,0,28,0,41,0,316,41,54,0,0,0,262,7,0,168,34,238,43,79,47,20,0,12,2079,4242,6321,0.328903654,2.04040404
