Continent,Country,Region,Location,SiteName,Feature,FeatureID,Type,Interpretation,Latitude,Longitude,Altitude_masl,MapID,Section_depth_m,Core_Depth_cm_as_published,Core_Depth_cm_min,Core_Depth_cm_max,Core_Depth_cm_mid,Material_dated__and_stratigraphic_position,Reference,LabID,ages,ageSds,Dating_method,delta13C_ppm,calCurves,DR,DRerr,Oxcal_v4.4_2020_cal_BP,from,to,%,from,to,%,μ,σ,m,calCurves13,DR13,DRerr13,Oxcal_v4.4_SHCal13_calBP_Marine13_DR791±121,from,to,%,from,to,%,μ,σ,m,Notes
Antarctica,South Shetland Islands,Livingston Island ,Byers Peninsula,Lake22,Freshwater_lake,L22_FW1,Retreat,Minimum age for deglaciation,-62.656,-61.097,50,3,NA,NA,NA,NA,NA,Freshwater moss (81-86 cm),Björck et al 1996 ,Lu-3464,3430,180,14C,NA,shcal20,NA,NA,R_Date_Lu-3464,3875,3410,68.3,4150,3215,95.4,3671,231,3660,shcal13,NA,NA,R_Date_Lu-3464,3683,3592,68.3,3692,3575,95.4,3632,33,3629,NA
Antarctica,South Shetland Islands,Livingston Island ,Byers Peninsula,Lake35,Freshwater_lake,L35_FW1,Retreat,Minimum age for deglaciation,-62.6267,-61.1032,35,2,NA,NA,NA,NA,NA,Aquatic moss (205-210 cm),Björck et al 1993 ,Lu-3088,4600,100,14C,NA,shcal20,NA,NA,R_Date_Lu-3088,5445,5047,68.3,5567,4880,95.4,5219,162,5215,shcal13,NA,NA,R_Date_Lu-3088,5313,5087,68.3,5319,5065,95.4,5207,91,5173,NA
Antarctica,South Shetland Islands,Livingston Island ,Byers Peninsula,Domo_Lake,Freshwater_lake,DL_FW1,Retreat,Minimum age for deglaciation,-62.6465,-60.974,45,13,NA,NA,NA,NA,NA,Polymineral sand grains from freshwater sediment (56.8 cm),Oliva et al 2016a ,DO-1,2203,720,TL,NA,normal,NA,NA,TL_1,NA,NA,NA,NA,NA,NA,2203,720,NA,normal,NA,NA,TL_1,NA,NA,NA,NA,NA,NA,2203,720,NA,NA
Antarctica,South Shetland Islands,King George Island ,Admiralty Bay,"Rescuers_Hills,_Admiralty_Bay",Peat_bank,AB_PB1,Retreat,Minimum age for deglaciation,-62.175,-58.4583,45,21,NA,NA,NA,NA,NA,Peat at base of peat bank (58-60 cm),Tatur et al 1999,Gd-4635,3200,130,14C,NA,shcal20,NA,NA,R_Date_Gd-4635,3562,3209,68.3,3692,3004,95.4,3365,169,3369,shcal13,NA,NA,R_Date_Gd-4635,3438,3360,68.3,3447,3347,95.4,3386,30,3383,NA
Antarctica,South Shetland Islands,King George Island ,Arctowski,"Penguin_Ridge,_Arctowski",Peat_bank,AR_PB1,Retreat,Minimum age for deglaciation,-62.1679,-58.4737,45.5,53,NA,NA,NA,NA,NA,Peat bank (50 cm),Birkenmajer et al 1985 ,U-4325,4950,140,14C,NA,shcal20,NA,NA,R_Date_U-4325,5891,5479,68.3,5985,5320,95.4,5662,167,5662,shcal13,NA,NA,R_Date_U-4325,5645,5605,68.3,5660,5593,95.4,5629,20,5628,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Bedrock_1,Bedrock,BP_Bedrock_1,Retreat,Maximum age for deglaciation,-62.224,-58.748,265,52,NA,NA,NA,NA,NA,Glacially striated bedrock,Seong et al 2009 ,BP-3,15443,2500,Cosmo,NA,normal,NA,NA,COS_1,NA,NA,NA,NA,NA,NA,15443,2500,NA,normal,NA,NA,COS_1,NA,NA,NA,NA,NA,NA,15443,2500,NA,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Bedrock_2,Bedrock,BP_Bedrock_2,Retreat,Ice retreat and downwasting,-62.225,-58.771,165,52,NA,NA,NA,NA,NA,Glacially striated bedrock,Seong et al 2009 ,BP-2,11843,2300,Cosmo,NA,normal,NA,NA,COS_2,NA,NA,NA,NA,NA,NA,11843,2300,NA,normal,NA,NA,COS_2,NA,NA,NA,NA,NA,NA,11843,2300,NA,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Bedrock_3,Bedrock,BP_Bedrock_3,Retreat,Ice retreat and downwasting,-62.227,-58.768,164,52,NA,NA,NA,NA,NA,Glacially striated bedrock,Seong et al 2009 ,BP-6,7543,1600,Cosmo,NA,normal,NA,NA,COS_3,NA,NA,NA,NA,NA,NA,7543,1600,NA,normal,NA,NA,COS_3,NA,NA,NA,NA,NA,NA,7543,1600,NA,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Bedrock_4,Bedrock,BP_Bedrock_4,Retreat,Ice retreat and downwasting,-62.225,-58.771,124,52,NA,NA,NA,NA,NA,Glacially striated bedrock,Seong et al 2009 ,BP-5,3743,900,Cosmo,NA,normal,NA,NA,COS_4,NA,NA,NA,NA,NA,NA,3743,900,NA,normal,NA,NA,COS_4,NA,NA,NA,NA,NA,NA,3743,900,NA,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Bedrock_5,Bedrock,BP_Bedrock_5,Retreat,Ice retreat and downwasting,-62.227,-58.771,123,52,NA,NA,NA,NA,NA,Glacially striated bedrock,Seong et al 2009 ,BP-1,3343,700,Cosmo,NA,normal,NA,NA,COS_5,NA,NA,NA,NA,NA,NA,3343,700,NA,normal,NA,NA,COS_5,NA,NA,NA,NA,NA,NA,3343,700,NA,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Bedrock_6,Bedrock,BP_Bedrock_6,Retreat,Ice retreat and downwasting,-62.223,-58.764,120,52,NA,NA,NA,NA,NA,Glacially striated bedrock,Seong et al 2009 ,BP-7,1943,1000,Cosmo,NA,normal,NA,NA,COS_6,NA,NA,NA,NA,NA,NA,1943,1000,NA,normal,NA,NA,COS_6,NA,NA,NA,NA,NA,NA,1943,1000,NA,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Bedrock_7,Bedrock,BP_Bedrock_7,Retreat,Ice retreat and downwasting,-62.225,-58.779,107,52,NA,NA,NA,NA,NA,Glacially striated bedrock,Seong et al 2009 ,BP-4,4943,1200,Cosmo,NA,normal,NA,NA,COS_7,NA,NA,NA,NA,NA,NA,4943,1200,NA,normal,NA,NA,COS_7,NA,NA,NA,NA,NA,NA,4943,1200,NA,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Bedrock_8,Bedrock,BP_Bedrock_8,Retreat,Ice retreat and downwasting,-62.216,-58.756,62,52,NA,NA,NA,NA,NA,Glacially striated bedrock,Seong et al 2009 ,BP-8,1843,1000,Cosmo,NA,normal,NA,NA,COS_8,NA,NA,NA,NA,NA,NA,1843,1000,NA,normal,NA,NA,COS_8,NA,NA,NA,NA,NA,NA,1843,1000,NA,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Bedrock_9,Bedrock,BP_Bedrock_9,Retreat,Ice retreat and downwasting,-62.214,-58.744,41,52,NA,NA,NA,NA,NA,Glacially striated bedrock,Seong et al 2009 ,BP-9,943,700,Cosmo,NA,normal,NA,NA,COS_9,NA,NA,NA,NA,NA,NA,943,700,NA,normal,NA,NA,COS_9,NA,NA,NA,NA,NA,NA,943,700,NA,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Barton_Peninsula1,Periglacial_sorted_circles,BP_PSC1,Retreat,Minimum age for deglaciation,-62.2271,-58.7545,175,56,NA,NA,NA,NA,NA,Buried plant debris (lichen/moss) in sorted circles (600 m from present ice margin),Jeong 2006 ,SNU 03-429,4710,70,14C,NA,shcal20,NA,NA,R_Date_SNU 03-429,5477,5315,68.3,5589,5081,95.4,5406,103,5408,shcal13,NA,NA,R_Date_SNU 03-429,5459,5322,68.3,5466,5319,95.4,5399,45,5399,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Barton_Peninsula1,Periglacial_sorted_circles,BP_PSC2,Retreat,Minimum ice retreat and downwasting,-62.227,-58.7459,175,56,NA,NA,NA,NA,NA,Buried plant debris (lichen/moss) in sorted circles (100 m from present ice margin),Jeong 2006 ,SNU 03-279,2770,40,14C,NA,shcal20,NA,NA,R_Date_SNU 03-279,2865,2771,68.3,2936,2755,95.4,2834,50,2827,shcal13,NA,NA,R_Date_SNU 03-279,2845,2788,68.3,2864,2769,95.4,2817,26,2817,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Lake_6,Freshwater_lake,L6_FW1,Retreat,Minimum age for deglaciation,-62.2396,-58.7443,39,14,NA,NA,NA,NA,NA,Bulk freshwater sediment (94 cm),Oliva et al 2019,Beta-335036,7150,30,14C,NA,shcal20,NA,NA,R_Date_Beta-335036,7975,7871,68.3,8015,7850,95.4,7934,43,7943,shcal13,NA,NA,R_Date_Beta-335036,7965,7932,68.3,7976,7868,95.4,7936,29,7945,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Lake_5,Freshwater_lake,L5_FW1,Retreat,Minimum age constraint on ice retreat,-62.2386,-58.7579,35,14,NA,NA,NA,NA,NA,Bulk freshwater sediment (42 cm),Oliva et al 2019,Beta-335038,2830,30,14C,NA,shcal20,NA,NA,R_Date_Beta-335038,2954,2852,68.3,2996,2781,95.4,2894,54,2896,shcal13,NA,NA,R_Date_Beta-335038,2925,2853,68.3,2954,2800,95.4,2888,35,2886,NA
Antarctica,South Shetland Islands,King George Island ,Barton Peninsula,Lake_11,Freshwater_lake,L11_FW1,Retreat,Minimum age constraint on ice retreat,-62.2319,-58.7286,67,14,NA,NA,NA,NA,NA,Bulk freshwater sediment (18 cm),Oliva et al 2019,CNA2438-2-1,3495,35,14C,NA,shcal20,NA,NA,R_Date_CNA2438-2-1,3825,3644,68.3,3841,3594,95.4,3734,64,3731,shcal13,NA,NA,R_Date_CNA2438-2-1,3818,3645,68.3,3826,3640,95.4,3723,55,3710,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Petrel_Cave_palaeonotch,Wavecut_palaeonotch,FP_PN1,Retreat,Minimum age for deglaciation,-62.2184,-58.9673,47,58,NA,NA,NA,NA,NA,Bulk organic sediments,Sun et al 2005 ,NIG-99050,4620,65,14C,NA,shcal20,NA,NA,R_Date_NIG-99050,5450,5054,68.3,5473,4984,95.4,5256,137,5276,shcal13,NA,NA,R_Date_NIG-99050,5319,5145,68.3,5441,5076,95.4,5274,89,5304,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Fildes_Peninsula1,Periglacial_sorted_circles,FP_PSC1,Retreat,Minimum age for Ice retreat,-62.1827,-58.9063,NA,56,NA,NA,NA,NA,NA,Buried plant debris (lichen/moss) in sorted circles (~500m from present ice margin),Jeong 2006 ,Beta-195311,1880,40,14C,NA,shcal20,NA,NA,R_Date_Beta-195311,1825,1723,68.3,1879,1625,95.4,1771,54,1774,shcal13,NA,NA,R_Date_Beta-195311,1810,1744,68.3,1821,1732,95.4,1780,25,1784,Elevation not stated - entered as NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Fildes_Peninsula1,Periglacial_sorted_circles,FP_PSC2,Retreat,Minimum age for Ice retreat,-62.2112,-58.9856,NA,56,NA,NA,NA,NA,NA,Buried plant debris (lichen/moss) in sorted circles (~5km from present ice margin),Jeong 2006 ,Beta-195313,2640,40,14C,NA,shcal20,NA,NA,R_Date_Beta-195313,2774,2622,68.3,2846,2498,95.4,2707,80,2736,shcal13,NA,NA,R_Date_Beta-195313,2754,2737,68.3,2759,2722,95.4,2742,13,2744,Elevation not stated - entered as NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Hochlandsee,Freshwater_lake,H1_FW1,Retreat,Minimum age for deglaciation,-62.1822,-58.9397,101,11,NA,NA,NA,NA,NA,Freshwater moss (175-176 cm),Mäusbacher 1991 ,HD11417-11148,5410,185,14C,NA,shcal20,NA,NA,R_Date_HD11417-11148,6386,5931,68.3,6600,5725,95.4,6147,205,6147,shcal13,NA,NA,R_Date_HD11417-11148,6267,6123,68.3,6276,6019,95.4,6173,67,6189,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Jurasee,Freshwater_lake,J1_FW1,Retreat,Minimum age for deglaciation,-62.2244,-59,47,12,NA,NA,NA,NA,NA,Bulk freshwater sediment (352-354 cm),Mäusbacher et al 1989 ,HD11166-11024,8700,300,14C,NA,shcal20,NA,NA,R_Date_HD11166-11024,10177,9438,68.3,10510,9000,95.4,9751,385,9745,shcal13,NA,NA,R_Date_HD11166-11024,9610,9547,68.3,9668,9544,95.4,9596,36,9589,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Mondsee,Freshwater_lake,M_FW1,Retreat,Minimum age for deglaciation,-62.1703,-58.9417,45,16,NA,NA,NA,NA,NA,Bulk freshwater sediment (317-319 cm),Schmidt et al 1990 ,HD11415-11133,7200,250,14C,NA,shcal20,NA,NA,R_Date_HD11415-11133,8281,7726,68.3,8514,7515,95.4,8006,239,7997,shcal13,NA,NA,R_Date_HD11415-11133,7997,7959,68.3,8013,7944,95.4,7978,18,7977,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Hotel_Lake,Freshwater_lake,H2_FW1,Retreat,Minimum age for deglaciation,-62.1946,-58.9783,40,21,NA,NA,NA,NA,NA,"Bulk freshwater sediment, gyttja rich in moss (280-290 cm)",Tatur et al 1999,Gd-4413,6120,120,14C,NA,shcal20,NA,NA,R_Date_Gd-4413,7157,6795,68.3,7255,6669,95.4,6959,154,6955,shcal13,NA,NA,R_Date_Gd-4413,6965,6897,68.3,7003,6863,95.4,6937,38,6936,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Gaoshan_Lake,Freshwater_lake,G_FW1,Retreat,Minimum age for deglaciation,-62.2208,-58.9647,34.5,24,NA,NA,NA,NA,NA,Bulk freshwater sediment (314 cm),Watcham et al 2011 ,SUERC-18923,6366,39,14C,NA,shcal20,NA,NA,R_Date_SUERC-18923,7310,7169,68.3,7418,7161,95.4,7248,62,7252,shcal13,NA,NA,R_Date_SUERC-18923,7275,7179,68.3,7309,7173,95.4,7245,36,7256,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Profound_Lake_(Tiefersee),Freshwater_lake,T_FW1,Retreat,Minimum age for deglaciation,-62.1844,-58.9069,17.5,NA,NA,NA,NA,NA,NA,Bulk freshwater sediment (164-167 cm),Mäusbacher et al 1989 ,HD11420-11161,5380,165,14C,NA,shcal20,NA,NA,R_Date_HD11420-11161,6290,5937,68.3,6485,5737,95.4,6116,181,6119,shcal13,NA,NA,R_Date_HD11420-11161,6305,5943,68.3,6500,5748,95.4,6152,180,6152,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Kiteschee_,Freshwater_lake,K_FW1,Retreat,Maximum age of lake isolation,-62.1895,-58.9667,15.5,12,NA,NA,NA,NA,NA,"Marine algae (190-195 cm, below marine-fresh transition)",Mäusbacher et al 1989 ,HD11162-10997,6950,195,14C,NA,marine20666,666,76,R_Date_HD11162-10997,7956,7615,68.3,8173,7434,95.4,7802,177,7795,marine13791,791,121,HD11162-10997,6859,6336,68.3,7159,6140,95.4,6621,259,6613,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Long_Lake,Isolation_basin,L_IB1,Retreat,Minimum age for deglaciation,-62.2049,-58.9671,12,26,NA,NA,NA,NA,NA,Bulk freshwater sediment (312 cm),Yoon et al 2006 ,NZA13465,5723,70,14C,NA,shcal20,NA,NA,R_Date_NZA13465,6604,6395,68.3,6647,6311,95.4,6482,89,6477,shcal13,NA,NA,R_Date_NZA13465,6490,6415,68.3,6500,6406,95.4,6456,27,6457,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Ardley_Lake,Freshwater_lake,A_IB1,Retreat,Minimum age for deglaciation,-62.2129,-58.94,18,24,NA,NA,NA,NA,NA,Bulk minerogenic marine sediment (355 cm),Watcham et al 2011 ,SUERC-22317,7552,39,14C,NA,shcal20,NA,NA,R_Date_SUERC-22317,8385,8216,68.3,8403,8195,95.4,8312,60,8333,shcal13,NA,NA,R_Date_SUERC-22317,8375,8335,68.3,8388,8218,95.4,8344,34,8352,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Yanou_Lake,Isolation_basin,Y_IB1,Retreat,Minimum age for deglaciation,-62.2207,-58.9599,11,NA,NA,NA,NA,NA,NA,Bulk minerogenic freshwater sediment (347 cm),Watcham et al. 2011,Beta-271293,10630,70,14C,NA,marine20666,666,76,R_Date Beta-271293,11024,10673,68.3,11150,10510,95.4,10831,168,10833,marine13791,791,121,R_Date Beta-271293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Ardley_Island,Raised_beach,Al-03,Retreat,Minimum age for beach and deglaciation,-62.2116,-58.9229,11,40,NA,NA,NA,NA,NA,Cobble of coarse-grained intrusive rock,Simms et al 2012 ,Al-03,2236,216,OSL,NA,normal,NA,NA,OSL_1,NA,NA,NA,NA,NA,NA,2236,216,NA,normal,NA,NA,OSL_1,NA,NA,NA,NA,NA,NA,2236,216,NA,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Ardley_Island,Raised_beach,Al-02,Retreat,Minimum age for beach and deglaciation,-62.2116,-58.9229,11,40,NA,NA,NA,NA,NA,Cobble of coarse-grained intrusive rock,Simms et al 2012 ,Al-02,1733,129,OSL,NA,normal,NA,NA,OSL_2,NA,NA,NA,NA,NA,NA,1733,129,NA,normal,NA,NA,OSL_2,NA,NA,NA,NA,NA,NA,1733,129,NA,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,Ardley_Island,Raised_beach,Al-01,Retreat,Minimum age for beach and deglaciation,-62.2116,-58.9229,11,40,NA,NA,NA,NA,NA,Cobble of coarse-grained intrusive rock,Simms et al 2012 ,Al-01,1656,299,OSL,NA,normal,NA,NA,OSL_3,NA,NA,NA,NA,NA,NA,1656,299,NA,normal,NA,NA,OSL_3,NA,NA,NA,NA,NA,NA,1656,299,NA,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,BIC_glacier_foreland,Marine_platform,Fildes1,Retreat,Minimum age for retreat,-62.1673,-58.9628,43,NA,NA,NA,NA,NA,NA,Granitic erratic boulder,Heredia Barion et al. submitted a,Fildes1_cosmo,6630,520,Cosmo,NA,normal,NA,NA,Fildes1_cosmo,NA,NA,NA,NA,NA,NA,6630,520,NA,normal,NA,NA,Fildes1_cosmo,NA,NA,NA,NA,NA,NA,6630,520,NA,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,BIC_glacier_foreland,Till_sheet,Fildes2,Retreat,Minimum age for retreat,-62.1455,-58.9267,40,NA,NA,NA,NA,NA,NA,Granitic erratic boulder,Heredia Barion et al. submitted a,Fildes2_cosmo,6510,520,Cosmo,NA,normal,NA,NA,Fildes2_cosmo,NA,NA,NA,NA,NA,NA,6510,520,NA,normal,NA,NA,Fildes2_cosmo,NA,NA,NA,NA,NA,NA,6510,520,NA,NA
Antarctica,South Shetland Islands,King George Island ,Fildes Peninsula,BIC_glacier_foreland,Till_sheet,Fildes3,Retreat,Minimum age for retreat,-62.1455,-58.927,39,NA,NA,NA,NA,NA,NA,Granitic erratic boulder,Heredia Barion et al. submitted a,Fildes3_cosmo,6610,550,Cosmo,NA,normal,NA,NA,Fildes3_cosmo,NA,NA,NA,NA,NA,NA,6610,550,NA,normal,NA,NA,Fildes3_cosmo,NA,NA,NA,NA,NA,NA,6610,550,NA,NA
Antarctica,South Shetland Islands,King George Island ,Potter Peninsula,Three_Brothers_Hill,Erratics,Potter1,Retreat,Minimum age for retreat,-62.243,-58.6715,96.6,NA,NA,NA,NA,NA,NA,Granitic erratic boulder,Heredia Barion et al. submitted b,Potter1,9400,2600,Cosmo,NA,normal,NA,NA,Potter1_cosmo,NA,NA,NA,NA,NA,NA,9400,2600,NA,normal,NA,NA,Potter1_cosmo,NA,NA,NA,NA,NA,NA,9400,2600,NA,NA
Antarctica,South Shetland Islands,King George Island ,Potter Peninsula,Three_Brothers_Hill,Erratics,Potter2,Retreat,Minimum age for retreat,-62.2435,-58.6767,60.8,NA,NA,NA,NA,NA,NA,Granitic erratic boulder,Heredia Barion et al. submitted b,Potter2,41200,5600,Cosmo,NA,normal,NA,NA,Potter2 _cosmo,NA,NA,NA,NA,NA,NA,41200,5600,NA,normal,NA,NA,Potter2 _cosmo,NA,NA,NA,NA,NA,NA,41200,5600,NA,NA
Antarctica,South Shetland Islands,King George Island ,Potter Peninsula,Three_Brothers_Hill,Erratics,Potter4,Retreat,Minimum age for retreat,-62.2435,-58.6766,60.9,NA,NA,NA,NA,NA,NA,Granitic erratic boulder,Heredia Barion et al. submitted b,Potter4,34100,5700,Cosmo,NA,normal,NA,NA,Potter4_cosmo,NA,NA,NA,NA,NA,NA,34100,5700,NA,normal,NA,NA,Potter4_cosmo,NA,NA,NA,NA,NA,NA,34100,5700,NA,NA
Antarctica,South Shetland Islands,King George Island ,Potter Peninsula,Three_Brothers_Hill,Erratics,Potter5,Retreat,Minimum age for retreat,-62.242,-58.6758,35,NA,NA,NA,NA,NA,NA,Granitic erratic boulder,Heredia Barion et al. submitted b,Potter5,18600,2900,Cosmo,NA,normal,NA,NA,Potter5_cosmo,NA,NA,NA,NA,NA,NA,18600,2900,NA,normal,NA,NA,Potter5_cosmo,NA,NA,NA,NA,NA,NA,18600,2900,NA,NA
Antarctica,South Shetland Islands,King George Island ,Potter Peninsula,Stranger_Point,Raised_beach,Pingfo1.1,Retreat,Minimum age for beach and deglaciation,-62.2574,-58.619,17.3,31,NA,NA,NA,NA,NA,Penguin bone (Pygoscelis sp.) in raised beach (Bed 5),del Valle et al 2002,del-Vallee_2002-1,5750,40,14C,NA,marine20666,666,76,R_Date del-Vallee_2002-1,5351,5070,68.3,5475,4941,95.4,5217,136,5223,marine13791,791,121,R_Date del-Vallee_2002-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antarctica,South Shetland Islands,King George Island ,Potter Peninsula,Stranger_Point,Raised_beach,Pingfo1.2,Retreat,Minimum age for beach and deglaciation,-62.2574,-58.619,17.3,31,NA,NA,NA,NA,NA,Penguin bone (Pygoscelis sp.) in raised beach (Bed 3),del Valle et al 2002,del-Vallee_2002-2,5840,40,14C,NA,marine20666,666,76,R_Date del-Vallee_2002-2,5471,5226,68.3,5570,5065,95.4,5331,127,5340,marine13791,791,121,R_Date del-Vallee_2002-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antarctica,South Shetland Islands,King George Island ,Potter Peninsula,Northern_Potter_Peninsula,Raised_beach,Pingfo1.3,Retreat,Minimum age for beach and deglaciation,NA,NA,17,34,NA,NA,NA,NA,NA,Penguin bone at base of rookery sediments on raised beach surface,Hall 2010 ,AA-55745,1592,47,14C,NA,marine20666,666,76,R_Date AA-55745,481,288,68.3,555,142,95.4,371,101,376,marine13791,791,121,R_Date AA-55745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antarctica,South Shetland Islands,King George Island ,Weaver Peninsula,Weaver_Peninsula,Periglacial_sorted_circles,WP1,Retreat,Minimum age for deglaciation,-62.2061,-58.7934,100,56,NA,NA,NA,NA,NA,Plant debris (lichen/moss) buried 30 cm in sorted circles,Jeong et al 2006 ,SNU 03-423,2320,120,14C,NA,shcal20,NA,NA,R_Date_SNU 03-423,2463,2104,68.3,2705,2010,95.4,2312,179,2292,shcal13,NA,NA,R_Date_SNU 03-423,2342,2313,68.3,2350,2204,95.4,2309,43,2325,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula_,Hochlandsee,Freshwater_lake,H1_AM1,AquaticMoss,Minimum age for deglaciation,-62.1822,-58.9397,101,11,NA,175-176,175,176,175.5,Freshwater moss ,Mäusbacher 1991 ,HD11417-11148,5410,185,14C,NA,shcal20,NA,NA,R_Date_HD11417-11148,6386,5931,68.3,6600,5725,95.4,6147,205,6147,shcal13,NA,NA,R_Date_HD11417-11148,6313,5926,68.3,6553,5724,95.4,6142,203,6141,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Hotel_Lake,Freshwater_lake,H2_AM1,AquaticMoss,Age model construction,-62.1946,-58.9783,40,21,NA,250-280,250,280,265,Freshwater moss ,Tatur et al 1999,Lu-3680,4960,120,14C,NA,shcal20,NA,NA,R_Date_Lu-3680,5890,5485,68.3,5925,5328,95.4,5676,143,5674,shcal13,NA,NA,R_Date_Lu-3680,5885,5485,68.3,5920,5327,95.4,5669,144,5669,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Gaoshan_Lake,Freshwater_lake,G_AM1,AquaticMoss,Age model construction,-62.2208,-58.9647,34.5,24,NA,24,24,NA,24,Aquatic moss ,Watcham et al 2011 ,SUERC-18932,2215,37,14C,NA,shcal20,NA,NA,R_Date_SUERC-18932,2303,2098,68.3,2329,2056,95.4,2194,81,2196,shcal13,NA,NA,R_Date_SUERC-18932,2304,2101,68.3,2316,2061,95.4,2198,72,2196,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Belén_Lake,Freshwater_lake,B_AM1,AquaticMoss,Age model construction,-62.2285,-58.982,19.9,24,NA,0,0,NA,0,Living aquatic moss ,Watcham et al 2011 ,SUERC-18928,320,35,14C,NA,shcal20,NA,NA,R_Date_SUERC-18928,440,298,68.3,453,158,95.4,366,59,378,shcal13,NA,NA,R_Date_SUERC-18928,440,300,68.3,454,284,95.4,369,57,380,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Belén_Lake,Freshwater_lake,B_AM2,AquaticMoss,Minimum age for end of brackish conditions,-62.2285,-58.982,19.9,24,NA,129,129,NA,129,Aquatic moss ,Watcham et al 2011 ,SUERC-18931,4829,38,14C,NA,shcal20,NA,NA,R_Date_SUERC-18931,5586,5479,68.3,5598,5331,95.4,5516,59,5521,shcal13,NA,NA,R_Date_SUERC-18931,5588,5475,68.3,5602,5331,95.4,5511,62,5517,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Kiteschee_Lake,Freshwater_lake,K_AM1,AquaticMoss,Surface living moss,-62.1935,-58.9666,15,12,NA,0-1,0,1,0.5,Drepanocladus longifolius aquatic moss ,Heredia-Barion et al. submitted a,Beta-501582,-6,1,14C,NA,normal,NA,NA,R_PostBomb_Beta-501582,-6.1,-6.9,68.3,-5.2,-7.5,68.3,-6.3,0.6,-6.3,normal,NA,NA,R_PostBomb_Beta-501582,-6.1,-6.9,68.3,-5.2,-7.5,68.3,-6.3,0.6,-6.3,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Kiteschee_Lake,Freshwater_lake,K_AM2,AquaticMoss,Surface living moss,-62.1935,-58.9666,15,12,NA,0-1,0,1,0.5,Drepanocladus longifolius aquatic moss ,Heredia-Barion et al. submitted a,Beta-516809,-7,1,14C,NA,normal,NA,NA,R_PostBomb_Beta-516809,-6.2,-7,68.3,-6.1,-7.5,68.3,-6.8,0.6,-6.8,normal,NA,NA,R_PostBomb_Beta-516809,-6.2,-7,68.3,-6.1,-7.5,68.3,-6.8,0.6,-6.8,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Lake_Kitezh,Isolation_basin,K_AM3,AquaticMoss,Minimum age of lake isolation,-62.1895,-58.9667,15.5,12,NA,181-184,181,184,182.5,Freshwater moss ,Mäusbacher et al 1989 ,HD11163-10998,6180,150,14C,NA,shcal20,NA,NA,R_Date_HD11163-10998,7246,6804,68.3,7418,6668,95.4,7020,179,7023,shcal13,NA,NA,R_Date_HD11163-10998,7241,6804,68.3,7413,6668,95.4,7017,179,7021,NA
